consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,531,2024-04-15,0.9913382594417077,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
2,596,2024-06-19,0.9835796387520525,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,3.0
3,356,2023-10-23,0.9773570060207991,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0
4,524,2024-04-08,0.964261767925561,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,1.0
5,561,2024-05-15,0.9570607553366173,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;isolation_forest,7.0
6,265,2023-07-24,0.9537099753694582,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,8.0
7,566,2024-05-20,0.9533610426929393,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,3.0
8,489,2024-03-04,0.9474411603721948,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,8.0
9,573,2024-05-27,0.9286535303776683,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,8.0
10,461,2024-02-05,0.9214850164203613,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,10.0
11,513,2024-03-28,0.9163297071702244,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,2.0
12,134,2023-03-15,0.9159294608648058,5,0,dp;zms;units;isolation_forest;calf,,1,units,9.0
13,191,2023-05-11,0.9064244663382596,5,0,dp;zms;units;isolation_forest;calf,,0,,
14,62,2023-01-02,0.8965790914066776,5,0,dp;zms;units;isolation_forest;calf,,1,zms,14.0
15,153,2023-04-03,0.8930658182813355,5,0,dp;zms;units;isolation_forest;calf,,1,units,12.0
16,197,2023-05-17,0.8879840585659551,5,0,dp;zms;units;isolation_forest;calf,,1,units,6.0
17,519,2024-04-03,0.8866584564860427,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,4.0
18,384,2023-11-20,0.8830562397372741,5,0,dp;zms;units;isolation_forest;calf,,1,zms,14.0
19,184,2023-05-04,0.8781557881773399,5,0,dp;zms;units;isolation_forest;calf,,1,calf,11.0
20,188,2023-05-08,0.8735649288451013,5,0,dp;zms;units;isolation_forest;calf,,0,,
21,527,2024-04-11,0.8730552134646962,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,11.0
22,311,2023-09-08,0.8700704707170225,5,0,dp;zms;units;isolation_forest;calf,,1,units,15.0
23,22,2022-11-23,0.8682693623426383,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,8.0
24,476,2024-02-20,0.8615472769567598,5,0,dp;zms;units;isolation_forest;calf,,1,calf,13.0
25,521,2024-04-05,0.8598265599343187,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,12.0
