consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,541,2024-04-25,0.9986863711001643,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
2,584,2024-06-07,0.9972632731253421,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
3,538,2024-04-22,0.9936473727422003,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0
4,580,2024-06-03,0.9896004378762999,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,5.0
5,588,2024-06-11,0.9819376026272578,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,6.0
6,153,2023-04-03,0.9781181581828132,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,6.0
7,581,2024-06-04,0.9770114942528737,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,10.0
8,120,2023-03-01,0.9714371237000547,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,6.0
9,596,2024-06-19,0.9712643678160919,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,16.0
10,559,2024-05-13,0.9698036398467433,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,11.0
11,513,2024-03-28,0.9684523809523811,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,9.0
12,539,2024-04-23,0.9632252326217845,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,2.0
13,531,2024-04-15,0.9621356732348112,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,8.0
14,587,2024-06-10,0.958128078817734,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,18.0
15,589,2024-06-12,0.9433497536945813,3,2,dp;zms;isolation_forest,units;calf,2,dp;isolation_forest,12.0
16,583,2024-06-06,0.9406130268199234,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,15.0
17,594,2024-06-17,0.9381499726327314,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,24.0
18,576,2024-05-30,0.9362342638204707,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,15.0
19,150,2023-03-31,0.9362120279146142,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,20.0
20,582,2024-06-05,0.9282977558839628,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,6.0
21,532,2024-04-16,0.9277093596059114,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,8.0
22,540,2024-04-24,0.9213054187192118,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,3.0
23,119,2023-02-28,0.9197146962233169,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,20.0
24,118,2023-02-27,0.9176450465243569,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,30.0
25,519,2024-04-03,0.9173730842911876,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,17.0
