consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,562,2024-05-16,0.9845400246305418,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,4,562,0.9512790777230432,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,5
2,561,2024-05-15,0.9771569512862616,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,10,561,0.9253081554460865,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;calf;ocsvm,17
3,563,2024-05-17,0.9760500821018063,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,49,563,0.8486601669403393,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,46
4,541,2024-04-25,0.9756929392446633,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,17,541,0.906467159277504,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2
5,539,2024-04-23,0.9723613847837986,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,3.0,24,539,0.895056308155446,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,4
6,538,2024-04-22,0.9710714969896005,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,2.0,18,538,0.9056257525998905,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3
7,531,2024-04-15,0.9481652298850574,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0,22,531,0.8982910509031198,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,7
8,584,2024-06-07,0.944991789819376,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,1.0,1,584,0.9751518883415435,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1
10,580,2024-06-03,0.9418390804597702,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,13.0,7,580,0.9406362889983579,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,6
13,576,2024-05-30,0.9302606732348111,4,1,kmeans;dwt;itrans;ocsvm,calf,2,dwt;ocsvm,7.0,32,576,0.881861658456486,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,25
14,582,2024-06-05,0.9296182266009851,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,29.0,2,582,0.9683045977011494,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,9
15,583,2024-06-06,0.9285796387520525,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,28.0,34,583,0.879716748768473,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,22
16,577,2024-05-31,0.9277093596059113,4,1,kmeans;dwt;itrans;ocsvm,calf,3,dwt;itrans;ocsvm,25.0,19,577,0.9050143678160919,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,25
18,581,2024-06-04,0.9227032019704433,4,1,kmeans;dwt;itrans;ocsvm,calf,1,ocsvm,25.0,3,581,0.9628427750410509,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,2
19,588,2024-06-11,0.9222475369458127,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,28.0,6,588,0.94373973727422,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,9
21,596,2024-06-19,0.9111966338259442,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,9.0,45,596,0.8642159277504105,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,11
34,570,2024-05-24,0.8808908045977011,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;dwt,25.0,50,570,0.8478467432950192,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,39
41,587,2024-06-10,0.8701765188834154,4,1,kmeans;dwt;itrans;ocsvm,calf,1,ocsvm,34.0,16,587,0.9073522167487685,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,19
46,425,2023-12-31,0.8598057608100712,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,6.0,9,425,0.9350683497536947,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,4
50,568,2024-05-22,0.8519709222769567,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;dwt;calf;itrans,20.0,5,568,0.9499127668308702,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,1
