variant_raw,customer,anomaly_type,consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,variant_log1p,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
raw,620000,contextual_point,45,573,2024-05-27,0.8017720306513411,5,0,dp;zms;units;isolation_forest;calf,,1,zms,45.0,log1p,7,573,0.9377189381499724,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,8.0
raw,620000,contextual_point,48,564,2024-05-18,0.7942973453749316,5,0,dp;zms;units;isolation_forest;calf,,2,dp;isolation_forest,12.0,log1p,30,564,0.8304734537493159,5,0,dp;zms;units;isolation_forest;calf,,4,dp;units;isolation_forest;calf,2.0
raw,620000,global_point,16,423,2023-12-29,0.8380694444444444,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;calf,18.0,log1p,28,423,0.8169305555555555,5,0,itrans;calf;units;datamole;gpt4ts,,1,calf,13.0
raw,620000,global_point,19,420,2023-12-26,0.8309305555555555,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;datamole,1.0,log1p,41,420,0.7712361111111111,5,0,itrans;calf;units;datamole;gpt4ts,,1,calf,40.0
raw,620000,global_point,27,417,2023-12-23,0.8023055555555555,5,0,itrans;calf;units;datamole;gpt4ts,,0,,,log1p,26,417,0.8241666666666667,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,5.0
raw,620000,global_point,29,422,2023-12-28,0.7985277777777778,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,27.0,log1p,21,422,0.8411527777777777,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;datamole,2.0
raw,620000,global_point,34,565,2024-05-19,0.7845694444444444,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;datamole,3.0,log1p,38,565,0.7745,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,14.0
raw,620000,global_point,35,180,2023-04-30,0.7772083333333333,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,17.0,log1p,12,180,0.8763333333333334,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;gpt4ts,19.0
raw,620000,global_point,38,595,2024-06-18,0.7711111111111112,3,2,itrans;datamole;gpt4ts,calf;units,1,itrans,11.0,log1p,1,595,0.9894444444444443,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,1.0
raw,620000,global_point,48,76,2023-01-16,0.7367916666666666,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,32.0,log1p,37,76,0.7871805555555556,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;datamole,17.0
raw,620000,subsequence_pattern,1,584,2024-06-07,0.917481527093596,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0,log1p,35,584,0.7740106732348111,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,24.0
raw,620000,subsequence_pattern,3,527,2024-04-11,0.9116248631636562,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0,log1p,48,527,0.7503134920634921,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,20.0
raw,620000,subsequence_pattern,6,500,2024-03-15,0.8862859879584019,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,29.0,log1p,43,500,0.7567913245758072,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,8,489,2024-03-04,0.876057334428024,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,19.0,log1p,33,489,0.7743069239189928,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,14,568,2024-05-22,0.8307675150519979,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,11.0,log1p,21,568,0.8241241789819375,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,3.0
raw,620000,subsequence_pattern,18,595,2024-06-18,0.8094622331691298,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,11.0,log1p,24,595,0.8063526272577997,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,5.0
raw,620000,subsequence_pattern,21,474,2024-02-18,0.8020246305418718,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,49.0,log1p,23,474,0.8103847837985769,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,9.0
raw,620000,subsequence_pattern,30,499,2024-03-14,0.7825335933223865,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,23.0,log1p,37,499,0.766667008757526,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,38,563,2024-05-17,0.7749416392993979,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;itrans,25.0,log1p,42,563,0.758176724137931,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;itrans,38.0
raw,620000,subsequence_pattern,42,436,2024-01-11,0.7622239326765189,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,1.0,log1p,13,436,0.8691346469622332,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
raw,620000,subsequence_pattern,43,423,2023-12-29,0.75779508757526,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,1.0,log1p,20,423,0.8246313628899836,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,5.0
raw,620000,subsequence_pattern,46,420,2023-12-26,0.7519881636562671,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1.0,log1p,18,420,0.8321923234811166,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,5.0
raw,620000,subsequence_pattern,48,429,2024-01-04,0.7477400109469076,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1.0,log1p,16,429,0.8492980979748221,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;itrans;ocsvm,5.0
raw,620000,subsequence_pattern,49,426,2024-01-01,0.7473583059660646,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,1.0,log1p,29,426,0.7788132868089764,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;itrans;ocsvm,5.0
raw,620000,subsequence_pattern,50,440,2024-01-15,0.7470017788724685,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,dwt,1.0,log1p,11,440,0.8718882731253421,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
raw,633000,contextual_point,1,531,2024-04-15,0.9983579638752051,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,1,531,0.977524630541872,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
raw,633000,contextual_point,2,584,2024-06-07,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0,log1p,39,584,0.7739463601532567,3,2,dp;zms;isolation_forest,units;calf,0,,
raw,633000,contextual_point,4,97,2023-02-06,0.9828937465790916,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,log1p,9,97,0.8803605637657362,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,2.0
raw,633000,contextual_point,5,580,2024-06-03,0.9813902572523264,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,4.0,log1p,2,580,0.9715380405035576,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,3.0
raw,633000,contextual_point,6,265,2023-07-24,0.9780428981937604,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,log1p,12,265,0.8737736042692938,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,5.0
raw,633000,contextual_point,7,356,2023-10-23,0.9667915298303228,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,10.0,log1p,5,356,0.916473385331144,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,6.0
raw,633000,contextual_point,8,538,2024-04-22,0.9622109332238642,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0,log1p,10,538,0.8787373426382047,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0
raw,633000,contextual_point,10,153,2023-04-03,0.9539648330596606,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,5.0,log1p,14,153,0.8665127257799672,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,7.0
raw,633000,contextual_point,12,596,2024-06-19,0.9471811713191024,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,18.0,log1p,3,596,0.9641488779419816,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,3.0
raw,633000,contextual_point,15,489,2024-03-04,0.9383141762452109,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,8.0,log1p,13,489,0.8713926518883415,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,10.0
raw,633000,contextual_point,16,295,2023-08-23,0.933536877394636,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,11.0,log1p,34,295,0.7818110290093049,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,633000,contextual_point,17,311,2023-09-08,0.9309284345922276,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,14.0,log1p,15,311,0.862878010399562,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,3.0
raw,633000,contextual_point,18,486,2024-03-01,0.9212421319102354,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;isolation_forest,13.0,log1p,6,486,0.9003403804050357,5,0,dp;zms;units;isolation_forest;calf,,3,units;isolation_forest;calf,7.0
raw,633000,contextual_point,19,55,2022-12-26,0.91452346743295,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,10.0,log1p,20,55,0.8334804324028463,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,9.0
raw,633000,contextual_point,20,391,2023-11-27,0.9098864258347016,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,14.0,log1p,11,391,0.8744612068965518,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,7.0
raw,633000,contextual_point,21,134,2023-03-15,0.9070966748768472,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,13.0,log1p,24,134,0.8114070197044334,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,43.0
raw,633000,contextual_point,22,570,2024-05-24,0.8936781609195403,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,16.0,log1p,21,570,0.8307539682539682,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,14.0
raw,633000,contextual_point,24,573,2024-05-27,0.8703373015873016,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,30.0,log1p,31,573,0.7869646278051451,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,11.0
raw,633000,contextual_point,29,461,2024-02-05,0.8436371100164204,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,31.0,log1p,17,461,0.8446291735084838,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,20.0
raw,633000,contextual_point,35,302,2023-08-30,0.8286689244663382,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,4,302,0.9348111658456488,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,14.0
raw,633000,contextual_point,38,22,2022-11-23,0.8203732211275314,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,33.0,log1p,7,22,0.8891762452107279,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;isolation_forest,4.0
raw,633000,contextual_point,42,485,2024-02-29,0.8093561850027366,5,0,dp;zms;units;isolation_forest;calf,,2,dp;units,8.0,log1p,30,485,0.7952603311439518,5,0,dp;zms;units;isolation_forest;calf,,3,units;isolation_forest;calf,8.0
raw,633000,contextual_point,46,384,2023-11-20,0.7985700602079912,5,0,dp;zms;units;isolation_forest;calf,,1,zms,39.0,log1p,23,384,0.8209975369458128,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,16.0
raw,633000,contextual_point,47,7,2022-11-08,0.7972444581280788,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,33.0,log1p,26,7,0.8036039272030651,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,12.0
raw,633000,contextual_point,49,514,2024-03-29,0.7893678160919539,5,0,dp;zms;units;isolation_forest;calf,,4,dp;units;isolation_forest;calf,3.0,log1p,41,514,0.7718767104542967,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;calf,2.0
raw,633000,contextual_point,50,230,2023-06-19,0.7863266283524905,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,36,230,0.776787424740011,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,27.0
raw,633000,global_point,1,584,2024-06-07,1.0,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,1.0,log1p,16,584,0.741111111111111,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,14.0
raw,633000,global_point,2,531,2024-04-15,0.9963333333333332,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0,log1p,2,531,0.8088333333333333,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,8.0
raw,633000,global_point,4,97,2023-02-06,0.985736111111111,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,5.0,log1p,41,97,0.6858055555555556,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;gpt4ts,3.0
raw,633000,global_point,9,355,2023-10-22,0.9010138888888888,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,23.0,log1p,22,355,0.7187083333333335,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,19.0
raw,633000,global_point,13,580,2024-06-03,0.8616666666666667,3,2,itrans;datamole;gpt4ts,calf;units,1,itrans,14.0,log1p,17,580,0.7294444444444445,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,17,301,2023-08-29,0.8446111111111112,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,25.0,log1p,7,301,0.7775694444444444,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,1.0
raw,633000,global_point,21,190,2023-05-10,0.8286111111111112,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;datamole,11.0,log1p,1,190,0.8232222222222223,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;calf,3.0
raw,633000,global_point,30,517,2024-04-01,0.7972777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;gpt4ts,11.0,log1p,37,517,0.6904722222222222,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;calf,1.0
raw,633000,global_point,34,402,2023-12-08,0.7853472222222223,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,12.0,log1p,6,402,0.7793194444444445,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,1.0
raw,633000,global_point,35,320,2023-09-17,0.7851388888888888,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,42.0,log1p,31,320,0.6966944444444444,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;datamole,15.0
raw,633000,global_point,40,514,2024-03-29,0.7713333333333333,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;gpt4ts,3.0,log1p,5,514,0.7800277777777778,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;datamole,2.0
raw,633000,global_point,44,568,2024-05-22,0.765125,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;calf,28.0,log1p,4,568,0.78325,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,5.0
raw,633000,global_point,48,55,2022-12-26,0.7569027777777777,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,10.0,log1p,8,55,0.7748055555555556,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,15.0
raw,633000,global_point,49,310,2023-09-07,0.7563194444444444,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;datamole,29.0,log1p,9,310,0.7731805555555555,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,13.0
raw,633000,subsequence_pattern,2,584,2024-06-07,0.9482758620689656,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0,log1p,49,584,0.7272003284072249,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,12.0
raw,633000,subsequence_pattern,3,531,2024-04-15,0.9385829228243022,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0,log1p,33,531,0.7794246715927751,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,8.0
raw,633000,subsequence_pattern,5,521,2024-04-05,0.9199315818281336,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,18.0,log1p,20,521,0.8113328544061302,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,34.0
raw,633000,subsequence_pattern,7,392,2023-11-28,0.9163362068965516,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,log1p,41,392,0.743962575259989,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,18.0
raw,633000,subsequence_pattern,15,489,2024-03-04,0.8714873426382047,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,8.0,log1p,10,489,0.8385525451559934,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,4.0
raw,633000,subsequence_pattern,27,520,2024-04-04,0.829698823207444,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,15.0,log1p,38,520,0.7513230021893815,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,37.0
raw,633000,subsequence_pattern,32,517,2024-04-01,0.8106325259989052,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,11.0,log1p,17,517,0.8158538587848932,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,1.0
raw,633000,subsequence_pattern,33,518,2024-04-02,0.8102109332238643,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,7.0,log1p,16,518,0.8168000821018063,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,1.0
raw,633000,subsequence_pattern,36,402,2023-12-08,0.8083259441707717,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,dwt,1.0,log1p,1,402,0.8912343322386425,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,3.0
raw,633000,subsequence_pattern,45,461,2024-02-05,0.7900636288998358,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,43.0,log1p,45,461,0.7334924055829228,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,37.0
raw,633000,subsequence_pattern,46,464,2024-02-08,0.7893393541324576,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,41.0,log1p,11,464,0.8344275451559934,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;calf,42.0
raw,633000,subsequence_pattern,48,485,2024-02-29,0.7856307471264368,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,34.0,log1p,32,485,0.779741789819376,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,13.0
raw,2968000,contextual_point,1,527,2024-04-11,0.9965465927750412,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,7,527,0.9532122331691296,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,7.0
raw,2968000,contextual_point,2,499,2024-03-14,0.995491242474001,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0,log1p,4,499,0.9682813355227148,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0
raw,2968000,contextual_point,3,471,2024-02-15,0.995219280240832,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,18,471,0.872490763546798,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,7.0
raw,2968000,contextual_point,4,370,2023-11-06,0.993356595511768,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0,log1p,2,370,0.9889453338806786,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
raw,2968000,contextual_point,5,321,2023-09-18,0.9823686371100164,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,log1p,9,321,0.9448583743842364,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,2.0
raw,2968000,contextual_point,7,577,2024-05-31,0.9792008757525998,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,6.0,log1p,11,577,0.9195402298850576,3,2,dp;zms;isolation_forest,units;calf,1,zms,20.0
raw,2968000,contextual_point,8,367,2023-11-03,0.9775639709906953,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,log1p,10,367,0.9281592090859332,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,28.0
raw,2968000,contextual_point,9,337,2023-10-04,0.9704228243021346,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,8.0,log1p,33,337,0.8279625068418172,5,0,dp;zms;units;isolation_forest;calf,,1,zms,22.0
raw,2968000,contextual_point,10,596,2024-06-19,0.9657909140667762,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,14.0,log1p,1,596,0.9928845101258896,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,2.0
