consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,486,2024-03-01,0.9970443349753694,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
2,531,2024-04-15,0.9966782977558839,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
3,580,2024-06-03,0.9846743295019157,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,8.0
4,505,2024-03-20,0.9840671182266009,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0
5,532,2024-04-16,0.9762777093596059,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,2.0
6,170,2023-04-20,0.9702346743295018,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,11.0
7,153,2023-04-03,0.9687346059113301,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,8.0
8,562,2024-05-16,0.9677681992337165,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,1.0
9,596,2024-06-19,0.9677066228790366,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,19.0
10,364,2023-10-31,0.9670634920634921,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,12.0
11,561,2024-05-15,0.961374521072797,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,4.0
12,527,2024-04-11,0.9480552134646963,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,6.0
13,471,2024-02-15,0.9474685276409414,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,8.0
14,356,2023-10-23,0.9390667761357416,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,19.0
15,519,2024-04-03,0.9316947181171319,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,18.0
16,385,2023-11-21,0.9268541324575807,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,16.0
17,524,2024-04-08,0.9142840038314176,5,0,dp;zms;units;isolation_forest;calf,,1,units,18.0
18,581,2024-06-04,0.9129720853858786,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,10.0
19,588,2024-06-11,0.9116037219485494,3,2,dp;zms;isolation_forest,units;calf,0,,
20,139,2023-03-20,0.9109554597701148,5,0,dp;zms;units;isolation_forest;calf,,0,,
21,260,2023-07-19,0.9065527504105091,5,0,dp;zms;units;isolation_forest;calf,,0,,
22,489,2024-03-04,0.9031198686371102,5,0,dp;zms;units;isolation_forest;calf,,0,,
23,521,2024-04-05,0.898253626163109,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,10.0
24,202,2023-05-22,0.8957170224411604,5,0,dp;zms;units;isolation_forest;calf,,0,,
25,594,2024-06-17,0.8951833607006021,3,2,dp;zms;isolation_forest,units;calf,0,,
