consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,527,2024-04-11,0.9572398741105637,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
2,584,2024-06-07,0.9490968801313628,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0
3,531,2024-04-15,0.9385829228243022,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
4,580,2024-06-03,0.9342446633825944,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,13.0
5,540,2024-04-24,0.9315618500273672,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
6,521,2024-04-05,0.9250288040503559,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,18.0
7,528,2024-04-12,0.9232916666666666,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,4.0
8,561,2024-05-15,0.9221848659003831,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,19.0
9,585,2024-06-08,0.9155418719211823,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,13.0
10,587,2024-06-10,0.9127586206896553,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,12.0
11,520,2024-04-04,0.9102127120963328,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,21.0
12,569,2024-05-23,0.90775403667214,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
13,392,2023-11-28,0.9032398056923918,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
14,387,2023-11-23,0.8992487684729065,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
15,391,2023-11-27,0.8948533114395183,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,1.0
16,541,2024-04-25,0.8942314586754241,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,6.0
17,364,2023-10-31,0.8869992474001094,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
18,538,2024-04-22,0.8849366447728517,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,4.0
19,539,2024-04-23,0.8811146688560483,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
20,563,2024-05-17,0.879778256704981,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,14.0
21,526,2024-04-10,0.8750730021893816,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,24.0
22,573,2024-05-27,0.8645775177887245,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
23,402,2023-12-08,0.8443698002189383,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1.0
24,379,2023-11-15,0.8421364942528736,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,7.0
25,489,2024-03-04,0.8418623426382046,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
