variant,customer,anomaly_type,method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
raw,620000,global_point,itrans,1,584,2024-06-07,35.57575988769531,1.0,0.9994444444444444,1,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,2,580,2024-06-03,17.670305252075195,0.9983333333333333,0.9916666666666667,3,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,3,531,2024-04-15,14.489558219909668,0.9966666666666667,0.9969861111111111,2,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,4,175,2023-04-25,13.731171607971191,0.995,0.940236111111111,7,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,5,527,2024-04-11,12.340682029724121,0.9933333333333333,0.9726805555555555,4,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,6,402,2023-12-08,10.855755805969238,0.9916666666666667,0.8994027777777778,16,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,7,364,2023-10-31,10.056835174560547,0.99,0.9001944444444444,14,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,8,379,2023-11-15,7.29400110244751,0.9883333333333333,0.8202777777777778,29,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,9,97,2023-02-06,7.10687255859375,0.9866666666666667,0.9616111111111112,6,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,10,85,2023-01-25,6.286686897277832,0.985,0.8382638888888888,26,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,11,153,2023-04-03,6.231951713562012,0.9833333333333333,0.9392083333333334,8,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,12,582,2024-06-05,5.978856086730957,0.9816666666666667,0.9705555555555555,5,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,13,83,2023-01-23,5.550488471984863,0.98,0.6895138888888889,79,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,14,561,2024-05-15,5.496269226074219,0.9783333333333334,0.868736111111111,21,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,15,55,2022-12-26,5.44187068939209,0.9766666666666667,0.6864861111111111,81,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,16,171,2023-04-21,4.947451591491699,0.975,0.8471249999999999,25,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,17,434,2024-01-09,4.701773643493652,0.9733333333333334,0.6631944444444444,100,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,18,524,2024-04-08,4.643316745758057,0.9716666666666667,0.5383611111111112,231,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,19,426,2024-01-01,4.381633758544922,0.97,0.5606666666666668,194,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,20,358,2023-10-25,4.324277400970459,0.9683333333333334,0.9286944444444444,10,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,21,12,2022-11-13,4.284149646759033,0.9666666666666667,0.6641388888888888,97,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,22,330,2023-09-27,4.186638832092285,0.965,0.7800416666666666,43,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,23,529,2024-04-13,4.1508917808532715,0.9633333333333334,0.7281666666666666,61,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,24,184,2023-05-04,4.1354875564575195,0.9616666666666667,0.9000277777777779,15,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,25,579,2024-06-02,4.106494426727295,0.96,0.9116666666666666,12,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,calf,1,531,2024-04-15,19.689048767089844,1.0,0.9969861111111111,2,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,calf,2,364,2023-10-31,11.010603904724121,0.9982638888888888,0.9001944444444444,14,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,calf,3,521,2024-04-05,7.996838569641113,0.9965277777777778,0.9327361111111111,9,5,0,itrans;calf;units;datamole;gpt4ts,
