consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,541,2024-04-25,0.9983579638752053,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
2,584,2024-06-07,0.9972632731253421,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
3,538,2024-04-22,0.9936473727422003,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0
4,580,2024-06-03,0.9890530925013684,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,5.0
5,588,2024-06-11,0.9808429118773946,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,6.0
6,153,2023-04-03,0.9781369731800768,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,6.0
7,581,2024-06-04,0.9781061850027367,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,10.0
8,513,2024-03-28,0.9747400109469077,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,9.0
9,120,2023-03-01,0.9708179392446633,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,5.0
10,596,2024-06-19,0.9701696770662288,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,16.0
11,559,2024-05-13,0.9687807881773398,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,8.0
12,542,2024-04-26,0.96766386152162,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,3.0
13,587,2024-06-10,0.9570333880678707,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,18.0
14,531,2024-04-15,0.9510245621237001,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,8.0
15,583,2024-06-06,0.9444444444444443,3,2,dp;zms;isolation_forest,units;calf,1,zms,15.0
15,589,2024-06-12,0.9444444444444443,3,2,dp;zms;isolation_forest,units;calf,2,dp;isolation_forest,10.0
17,594,2024-06-17,0.9376026272577996,3,2,dp;zms;isolation_forest,units;calf,0,,
18,576,2024-05-30,0.9334975369458128,3,2,dp;zms;isolation_forest,units;calf,1,zms,15.0
19,539,2024-04-23,0.9291221948549534,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,2.0
20,150,2023-03-31,0.9281523672687466,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,16.0
21,532,2024-04-16,0.9228670634920635,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,7.0
22,563,2024-05-17,0.9226293103448275,5,0,dp;zms;units;isolation_forest;calf,,1,dp,16.0
23,573,2024-05-27,0.9189227558839628,5,0,dp;zms;units;isolation_forest;calf,,1,calf,15.0
24,121,2023-03-02,0.9181872605363985,5,0,dp;zms;units;isolation_forest;calf,,2,dp;isolation_forest,13.0
25,356,2023-10-23,0.9177014915161467,5,0,dp;zms;units;isolation_forest;calf,,0,,
