consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,531,2024-04-15,0.9993243705528189,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
2,184,2023-05-04,0.993028188286809,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
3,402,2023-12-08,0.9676843869731802,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,4.0
4,367,2023-11-03,0.9653308018609742,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,5.0
5,559,2024-05-13,0.9631773399014778,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,8.0
6,364,2023-10-31,0.9627924876847291,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,4.0
7,527,2024-04-11,0.9578663793103448,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,1.0
8,178,2023-04-28,0.9428006978653531,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;isolation_forest,5.0
9,493,2024-03-08,0.9398313492063493,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,17.0
10,538,2024-04-22,0.9372314586754241,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,15.0
11,185,2023-05-05,0.9351652298850575,5,0,dp;zms;units;isolation_forest;calf,,2,dp;isolation_forest,4.0
12,387,2023-11-23,0.931956417624521,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,4.0
13,471,2024-02-15,0.9303605637657361,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,17.0
14,311,2023-09-08,0.9245244937055282,5,0,dp;zms;units;isolation_forest;calf,,0,,
15,370,2023-11-06,0.9130028735632184,5,0,dp;zms;units;isolation_forest;calf,,1,calf,17.0
16,175,2023-04-25,0.912277640941434,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,7.0
17,519,2024-04-03,0.9092501368363436,5,0,dp;zms;units;isolation_forest;calf,,1,dp,24.0
18,359,2023-10-26,0.905548713738369,5,0,dp;zms;units;isolation_forest;calf,,1,units,7.0
19,153,2023-04-03,0.8903769841269842,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,9.0
20,526,2024-04-10,0.8891488779419813,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,7.0
21,514,2024-03-29,0.8794779693486591,5,0,dp;zms;units;isolation_forest;calf,,4,dp;units;isolation_forest;calf,5.0
22,148,2023-03-29,0.8778923782156541,5,0,dp;zms;units;isolation_forest;calf,,1,zms,21.0
23,295,2023-08-23,0.8752634099616857,5,0,dp;zms;units;isolation_forest;calf,,1,units,19.0
24,356,2023-10-23,0.875080391351943,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,17.0
25,482,2024-02-26,0.8726943076081008,5,0,dp;zms;units;isolation_forest;calf,,1,calf,21.0
