variant,anomaly_type,method,customer,date,score,score_pct,rank
raw,global_point,units,620000,2024-04-15,4.058696746826172,1.0,1
raw,global_point,units,620000,2024-04-14,2.835458993911743,0.9982638888888888,2
raw,global_point,units,620000,2022-12-26,2.4221692085266113,0.9965277777777778,3
raw,global_point,units,620000,2023-04-03,2.007915735244751,0.9947916666666666,4
raw,global_point,units,620000,2023-01-25,1.8006569147109985,0.9930555555555556,5
raw,global_point,units,620000,2023-10-31,1.6493850946426392,0.9913194444444444,6
raw,global_point,units,620000,2023-02-06,1.4616414308547974,0.9895833333333334,7
raw,global_point,units,620000,2023-11-15,1.3447949886322021,0.9878472222222222,8
raw,global_point,units,620000,2023-12-08,1.3393259048461914,0.9861111111111112,9
raw,global_point,units,620000,2024-04-21,1.2709569931030273,0.984375,10
raw,global_point,units,620000,2024-05-24,1.2392754554748535,0.9826388888888888,11
raw,global_point,units,620000,2024-05-17,1.2121790647506714,0.9809027777777778,12
raw,global_point,units,620000,2023-03-03,1.208977222442627,0.9791666666666666,13
raw,global_point,units,620000,2024-02-29,1.1499195098876953,0.9774305555555556,14
raw,global_point,units,620000,2023-11-27,1.0976299047470093,0.9756944444444444,15
raw,global_point,units,620000,2024-04-16,1.0828626155853271,0.9739583333333334,16
raw,global_point,units,620000,2023-11-26,1.078500509262085,0.9722222222222222,17
raw,global_point,units,620000,2023-01-23,1.0739914178848267,0.9704861111111112,18
raw,global_point,units,620000,2024-02-05,1.070425271987915,0.96875,19
raw,global_point,units,620000,2024-02-27,1.0115513801574707,0.9670138888888888,20
raw,global_point,units,620000,2023-05-04,0.9701600074768066,0.9652777777777778,21
raw,global_point,units,620000,2024-04-22,0.9619210958480835,0.9635416666666666,22
raw,global_point,units,620000,2022-12-25,0.9572156667709351,0.9618055555555556,23
raw,global_point,units,620000,2023-03-15,0.8860982656478882,0.9600694444444444,24
raw,global_point,units,620000,2024-05-15,0.8760377168655396,0.9583333333333334,25
raw,global_point,units,633000,2024-04-14,4.217237949371338,1.0,1
raw,global_point,units,633000,2024-04-15,4.214107990264893,0.9982638888888888,2
raw,global_point,units,633000,2023-04-03,2.4236481189727783,0.9965277777777778,3
raw,global_point,units,633000,2023-10-31,2.3873870372772217,0.9947916666666666,4
raw,global_point,units,633000,2023-07-24,2.2248542308807373,0.9930555555555556,5
raw,global_point,units,633000,2024-04-22,2.221997022628784,0.9913194444444444,6
raw,global_point,units,633000,2024-02-29,1.9641741514205933,0.9895833333333334,7
raw,global_point,units,633000,2023-02-06,1.905273675918579,0.9878472222222222,8
raw,global_point,units,633000,2024-04-21,1.901463270187378,0.9861111111111112,9
raw,global_point,units,633000,2022-12-26,1.6894903182983398,0.984375,10
raw,global_point,units,633000,2023-05-04,1.6143585443496704,0.9826388888888888,11
raw,global_point,units,633000,2024-05-24,1.4725759029388428,0.9809027777777778,12
raw,global_point,units,633000,2023-12-08,1.460472583770752,0.9791666666666666,13
raw,global_point,units,633000,2023-11-15,1.3460383415222168,0.9774305555555556,14
raw,global_point,units,633000,2023-08-23,1.1803830862045288,0.9756944444444444,15
raw,global_point,units,633000,2023-09-08,1.1637601852416992,0.9739583333333334,16
raw,global_point,units,633000,2023-03-15,1.1497185230255127,0.9722222222222222,17
raw,global_point,units,633000,2024-04-16,1.0939140319824219,0.9704861111111112,18
raw,global_point,units,633000,2024-03-04,1.0909099578857422,0.96875,19
raw,global_point,units,633000,2024-04-07,1.0568221807479858,0.9670138888888888,20
raw,global_point,units,633000,2023-04-27,1.0238932371139526,0.9652777777777778,21
raw,global_point,units,633000,2024-03-01,1.014715552330017,0.9635416666666666,22
raw,global_point,units,633000,2023-10-23,0.9508172869682312,0.9618055555555556,23
raw,global_point,units,633000,2023-02-07,0.8767269849777222,0.9600694444444444,24
raw,global_point,units,633000,2023-09-20,0.862182080745697,0.9583333333333334,25
raw,global_point,units,2968000,2024-02-15,15.042926788330078,1.0,1
raw,global_point,units,2968000,2023-11-06,13.348127365112305,0.9982638888888888,2
raw,global_point,units,2968000,2024-03-14,10.76258373260498,0.9965277777777778,3
raw,global_point,units,2968000,2024-02-14,7.34152889251709,0.9947916666666666,4
raw,global_point,units,2968000,2024-05-27,6.49008846282959,0.9930555555555556,5
raw,global_point,units,2968000,2023-09-18,6.164134979248047,0.9913194444444444,6
raw,global_point,units,2968000,2023-11-05,5.6491546630859375,0.9895833333333334,7
raw,global_point,units,2968000,2024-03-13,5.213160037994385,0.9878472222222222,8
raw,global_point,units,2968000,2023-11-07,4.775153160095215,0.9861111111111112,9
raw,global_point,units,2968000,2024-04-11,4.3126678466796875,0.984375,10
raw,global_point,units,2968000,2024-02-16,4.008594512939453,0.9826388888888888,11
raw,global_point,units,2968000,2024-02-13,3.5622506141662598,0.9809027777777778,12
raw,global_point,units,2968000,2023-09-19,3.4398584365844727,0.9791666666666666,13
raw,global_point,units,2968000,2023-09-20,3.237752676010132,0.9774305555555556,14
raw,global_point,units,2968000,2024-04-10,2.9275588989257812,0.9756944444444444,15
raw,global_point,units,2968000,2024-04-23,2.8948841094970703,0.9739583333333334,16
raw,global_point,units,2968000,2024-02-21,2.5420517921447754,0.9722222222222222,17
raw,global_point,units,2968000,2023-12-03,2.3511829376220703,0.9704861111111112,18
raw,global_point,units,2968000,2024-03-15,2.19901442527771,0.96875,19
raw,global_point,units,2968000,2023-11-15,2.0890419483184814,0.9670138888888888,20
raw,global_point,units,2968000,2023-11-03,2.0518836975097656,0.9652777777777778,21
raw,global_point,units,2968000,2024-02-22,1.5445737838745117,0.9635416666666666,22
raw,global_point,units,2968000,2024-03-01,1.5407774448394775,0.9618055555555556,23
raw,global_point,units,2968000,2024-05-26,1.5193244218826294,0.9600694444444444,24
raw,global_point,units,2968000,2024-05-16,1.4479199647903442,0.9583333333333334,25
raw,global_point,units,3296000,2024-03-01,17.275108337402344,1.0,1
raw,global_point,units,3296000,2024-04-15,10.121878623962402,0.9982638888888888,2
raw,global_point,units,3296000,2024-02-29,7.926795959472656,0.9965277777777778,3
raw,global_point,units,3296000,2024-03-02,4.459903240203857,0.9947916666666666,4
raw,global_point,units,3296000,2024-03-20,4.347527503967285,0.9930555555555556,5
raw,global_point,units,3296000,2024-04-14,3.835585594177246,0.9913194444444444,6
raw,global_point,units,3296000,2023-04-03,2.9528298377990723,0.9895833333333334,7
raw,global_point,units,3296000,2024-03-28,2.8381474018096924,0.9878472222222222,8
raw,global_point,units,3296000,2024-04-16,2.514244318008423,0.9861111111111112,9
raw,global_point,units,3296000,2024-04-05,2.2608914375305176,0.984375,10
raw,global_point,units,3296000,2024-03-21,2.2372326850891113,0.9826388888888888,11
raw,global_point,units,3296000,2024-05-16,2.108949661254883,0.9809027777777778,12
raw,global_point,units,3296000,2023-10-26,1.6222467422485352,0.9791666666666666,13
raw,global_point,units,3296000,2024-04-07,1.6042119264602661,0.9774305555555556,14
raw,global_point,units,3296000,2024-03-05,1.4493294954299927,0.9756944444444444,15
raw,global_point,units,3296000,2024-04-03,1.4452368021011353,0.9739583333333334,16
raw,global_point,units,3296000,2023-04-20,1.3865776062011719,0.9722222222222222,17
raw,global_point,units,3296000,2023-12-08,1.3853734731674194,0.9704861111111112,18
raw,global_point,units,3296000,2024-03-29,1.3542331457138062,0.96875,19
raw,global_point,units,3296000,2024-02-28,1.2779136896133423,0.9670138888888888,20
raw,global_point,units,3296000,2024-02-16,1.2605938911437988,0.9652777777777778,21
raw,global_point,units,3296000,2023-04-19,1.2448530197143555,0.9635416666666666,22
raw,global_point,units,3296000,2024-05-17,1.2095246315002441,0.9618055555555556,23
raw,global_point,units,3296000,2024-05-27,1.146040439605713,0.9600694444444444,24
raw,global_point,units,3296000,2024-05-19,1.1292933225631714,0.9583333333333334,25
raw,global_point,units,13400000,2023-04-03,6.118864059448242,1.0,1
raw,global_point,units,13400000,2024-04-15,4.86574125289917,0.9982638888888888,2
raw,global_point,units,13400000,2022-12-26,2.9972424507141113,0.9965277777777778,3
raw,global_point,units,13400000,2024-04-14,2.8640050888061523,0.9947916666666666,4
raw,global_point,units,13400000,2023-12-08,2.1426150798797607,0.9930555555555556,5
raw,global_point,units,13400000,2023-05-04,2.0270485877990723,0.9913194444444444,6
raw,global_point,units,13400000,2023-10-26,1.9125739336013794,0.9895833333333334,7
raw,global_point,units,13400000,2024-04-05,1.521027684211731,0.9878472222222222,8
raw,global_point,units,13400000,2024-05-24,1.4721691608428955,0.9861111111111112,9
raw,global_point,units,13400000,2023-09-20,1.4480680227279663,0.984375,10
raw,global_point,units,13400000,2024-03-08,1.4085842370986938,0.9826388888888888,11
raw,global_point,units,13400000,2024-02-26,1.300233006477356,0.9809027777777778,12
raw,global_point,units,13400000,2023-08-23,1.274210810661316,0.9791666666666666,13
raw,global_point,units,13400000,2023-11-15,1.2471795082092285,0.9774305555555556,14
raw,global_point,units,13400000,2023-04-04,1.2374018430709839,0.9756944444444444,15
raw,global_point,units,13400000,2024-03-29,1.1667505502700806,0.9739583333333334,16
raw,global_point,units,13400000,2022-12-25,1.1470838785171509,0.9722222222222222,17
raw,global_point,units,13400000,2023-04-28,1.065260410308838,0.9704861111111112,18
raw,global_point,units,13400000,2024-03-28,0.9923065304756165,0.96875,19
raw,global_point,units,13400000,2023-11-11,0.9312936067581177,0.9670138888888888,20
raw,global_point,units,13400000,2023-10-22,0.9085078239440918,0.9652777777777778,21
raw,global_point,units,13400000,2024-02-28,0.8919709920883179,0.9635416666666666,22
raw,global_point,units,13400000,2024-04-07,0.8623326420783997,0.9618055555555556,23
raw,global_point,units,13400000,2024-03-07,0.8493273854255676,0.9600694444444444,24
raw,global_point,units,13400000,2024-03-09,0.8402731418609619,0.9583333333333334,25
raw,global_point,units,13401000,2024-04-15,8.852684020996094,1.0,1
raw,global_point,units,13401000,2024-04-14,5.618703365325928,0.9982638888888888,2
raw,global_point,units,13401000,2023-05-04,3.603726387023926,0.9965277777777778,3
raw,global_point,units,13401000,2023-12-08,2.498317241668701,0.9947916666666666,4
raw,global_point,units,13401000,2024-04-16,2.238297462463379,0.9930555555555556,5
raw,global_point,units,13401000,2023-04-27,1.959680199623108,0.9913194444444444,6
raw,global_point,units,13401000,2023-04-28,1.7068673372268677,0.9895833333333334,7
raw,global_point,units,13401000,2023-10-26,1.550974726676941,0.9878472222222222,8
raw,global_point,units,13401000,2023-11-01,1.5387650728225708,0.9861111111111112,9
raw,global_point,units,13401000,2023-04-03,1.4924051761627197,0.984375,10
raw,global_point,units,13401000,2024-05-13,1.4881819486618042,0.9826388888888888,11
raw,global_point,units,13401000,2024-03-29,1.3964380025863647,0.9809027777777778,12
raw,global_point,units,13401000,2024-02-15,1.316559910774231,0.9791666666666666,13
raw,global_point,units,13401000,2024-04-07,1.1929363012313843,0.9774305555555556,14
raw,global_point,units,13401000,2023-01-16,1.1167272329330444,0.9756944444444444,15
raw,global_point,units,13401000,2023-11-03,1.092430830001831,0.9739583333333334,16
raw,global_point,units,13401000,2024-03-28,1.0738780498504639,0.9722222222222222,17
raw,global_point,units,13401000,2023-08-23,1.0736534595489502,0.9704861111111112,18
raw,global_point,units,13401000,2024-03-08,1.0473718643188477,0.96875,19
raw,global_point,units,13401000,2024-03-07,1.0121034383773804,0.9670138888888888,20
raw,global_point,units,13401000,2024-04-22,0.9921305775642395,0.9652777777777778,21
raw,global_point,units,13401000,2023-04-04,0.9433760046958923,0.9635416666666666,22
raw,global_point,units,13401000,2023-03-31,0.9332648515701294,0.9618055555555556,23
raw,global_point,units,13401000,2023-09-29,0.920671284198761,0.9600694444444444,24
raw,global_point,units,13401000,2023-11-06,0.8814694285392761,0.9583333333333334,25
raw,global_point,units,161832000,2024-04-15,9.448809623718262,1.0,1
raw,global_point,units,161832000,2024-04-21,9.44306755065918,0.9982638888888888,2
raw,global_point,units,161832000,2024-03-29,8.77504825592041,0.9965277777777778,3
