method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
dp,1,585,2024-06-08,105.4500503540039,1.0,0.7536945812807881,95,3,2,dp;zms;isolation_forest,units;calf
dp,2,541,2024-04-25,84.2812271118164,0.9983579638752053,0.9990147783251231,1,5,0,dp;zms;units;isolation_forest;calf,
dp,3,542,2024-04-26,83.41270446777344,0.9967159277504105,0.9215534345922277,25,5,0,dp;zms;units;isolation_forest;calf,
dp,4,584,2024-06-07,68.28665161132812,0.9950738916256158,0.990695128626163,2,3,2,dp;zms;isolation_forest,units;calf
dp,5,538,2024-04-22,61.112770080566406,0.993431855500821,0.9893968938149973,4,5,0,dp;zms;units;isolation_forest;calf,
dp,6,527,2024-04-11,60.0364875793457,0.9917898193760263,0.9753198549534756,8,5,0,dp;zms;units;isolation_forest;calf,
dp,7,531,2024-04-15,52.14472198486328,0.9901477832512315,0.9899408182813355,3,5,0,dp;zms;units;isolation_forest;calf,
dp,8,487,2024-03-02,45.40704345703125,0.9885057471264368,0.7978003557744937,77,5,0,dp;zms;units;isolation_forest;calf,
dp,9,486,2024-03-01,37.36003494262695,0.986863711001642,0.983738711001642,5,5,0,dp;zms;units;isolation_forest;calf,
dp,10,564,2024-05-18,34.834041595458984,0.9852216748768473,0.7961463464696223,79,5,0,dp;zms;units;isolation_forest;calf,
dp,11,499,2024-03-14,34.55485153198242,0.9835796387520526,0.9795908593322388,6,5,0,dp;zms;units;isolation_forest;calf,
dp,12,563,2024-05-17,33.80158233642578,0.9819376026272578,0.9739326765188835,9,5,0,dp;zms;units;isolation_forest;calf,
dp,13,540,2024-04-24,33.68442916870117,0.9802955665024631,0.9315459085933224,21,5,0,dp;zms;units;isolation_forest;calf,
dp,14,472,2024-02-16,32.295597076416016,0.9786535303776683,0.9597153804050356,12,5,0,dp;zms;units;isolation_forest;calf,
dp,15,514,2024-03-29,31.006912231445312,0.9770114942528736,0.8453612479474548,60,5,0,dp;zms;units;isolation_forest;calf,
dp,16,370,2023-11-06,29.709171295166016,0.9753694581280788,0.9690065681444991,10,5,0,dp;zms;units;isolation_forest;calf,
dp,17,371,2023-11-07,28.402860641479492,0.9737274220032841,0.8195898330596606,71,5,0,dp;zms;units;isolation_forest;calf,
dp,18,528,2024-04-12,28.010557174682617,0.9720853858784894,0.9114788587848933,34,5,0,dp;zms;units;isolation_forest;calf,
dp,19,532,2024-04-16,25.960865020751953,0.9704433497536946,0.914786877394636,30,5,0,dp;zms;units;isolation_forest;calf,
dp,20,561,2024-05-15,25.464492797851562,0.9688013136288999,0.9563372331691298,15,5,0,dp;zms;units;isolation_forest;calf,
dp,21,529,2024-04-13,24.396398544311523,0.9671592775041051,0.7404898741105638,108,5,0,dp;zms;units;isolation_forest;calf,
dp,22,580,2024-06-03,22.797283172607422,0.9655172413793104,0.9589490968801314,14,3,2,dp;zms;isolation_forest,units;calf
dp,23,500,2024-03-15,22.356592178344727,0.9638752052545156,0.93435960591133,17,5,0,dp;zms;units;isolation_forest;calf,
dp,24,471,2024-02-15,21.743854522705078,0.9622331691297209,0.9784089354132458,7,5,0,dp;zms;units;isolation_forest;calf,
dp,25,473,2024-02-17,19.246204376220703,0.9605911330049262,0.6436114532019704,175,5,0,dp;zms;units;isolation_forest;calf,
zms,1,584,2024-06-07,11.647031783947751,1.0,0.990695128626163,2,3,2,dp;zms;isolation_forest,units;calf
zms,2,541,2024-04-25,11.263323887294634,0.9983579638752053,0.9990147783251231,1,5,0,dp;zms;units;isolation_forest;calf,
zms,3,527,2024-04-11,9.382478494591627,0.9967159277504105,0.9753198549534756,8,5,0,dp;zms;units;isolation_forest;calf,
zms,4,538,2024-04-22,8.482171691313718,0.9950738916256158,0.9893968938149973,4,5,0,dp;zms;units;isolation_forest;calf,
zms,5,562,2024-05-16,7.3007784025620905,0.993431855500821,0.9329176929392446,18,5,0,dp;zms;units;isolation_forest;calf,
zms,6,539,2024-04-23,7.265417605572067,0.9917898193760263,0.9325790229885058,20,5,0,dp;zms;units;isolation_forest;calf,
zms,7,531,2024-04-15,7.206333278894207,0.9901477832512315,0.9899408182813355,3,5,0,dp;zms;units;isolation_forest;calf,
zms,8,499,2024-03-14,7.181198645769433,0.9885057471264368,0.9795908593322388,6,5,0,dp;zms;units;isolation_forest;calf,
zms,9,471,2024-02-15,6.70460966060547,0.986863711001642,0.9784089354132458,7,5,0,dp;zms;units;isolation_forest;calf,
zms,10,486,2024-03-01,6.695005109429753,0.9852216748768473,0.983738711001642,5,5,0,dp;zms;units;isolation_forest;calf,
zms,11,370,2023-11-06,6.115478517128516,0.9835796387520526,0.9690065681444991,10,5,0,dp;zms;units;isolation_forest;calf,
zms,12,561,2024-05-15,5.887307385253303,0.9819376026272578,0.9563372331691298,15,5,0,dp;zms;units;isolation_forest;calf,
zms,13,563,2024-05-17,5.821525354528278,0.9802955665024631,0.9739326765188835,9,5,0,dp;zms;units;isolation_forest;calf,
zms,14,184,2023-05-04,5.605963955729454,0.9786535303776683,0.9328509852216749,19,5,0,dp;zms;units;isolation_forest;calf,
zms,15,513,2024-03-28,5.419827044923741,0.9770114942528736,0.9596520935960591,13,5,0,dp;zms;units;isolation_forest;calf,
zms,16,528,2024-04-12,5.135340785330195,0.9753694581280788,0.9114788587848933,34,5,0,dp;zms;units;isolation_forest;calf,
zms,17,580,2024-06-03,4.9266000324141555,0.9737274220032841,0.9589490968801314,14,3,2,dp;zms;isolation_forest,units;calf
zms,18,469,2024-02-13,4.776544100135438,0.9720853858784894,0.9181479200875753,27,5,0,dp;zms;units;isolation_forest;calf,
zms,19,577,2024-05-31,4.6158719700962685,0.9704433497536946,0.926655719759168,23,3,2,dp;zms;isolation_forest,units;calf
zms,20,505,2024-03-20,4.473836367944515,0.9688013136288999,0.913625478927203,32,5,0,dp;zms;units;isolation_forest;calf,
zms,21,321,2023-09-18,4.401642463377376,0.9671592775041051,0.9291085112205802,22,5,0,dp;zms;units;isolation_forest;calf,
zms,22,387,2023-11-23,4.331610911586209,0.9655172413793104,0.9187585522714834,26,5,0,dp;zms;units;isolation_forest;calf,
zms,23,337,2023-10-04,4.133855579978761,0.9638752052545156,0.8884664066776136,41,5,0,dp;zms;units;isolation_forest;calf,
zms,24,276,2023-08-04,4.112411855110576,0.9622331691297209,0.909985632183908,35,5,0,dp;zms;units;isolation_forest;calf,
zms,25,472,2024-02-16,4.06998750585629,0.9605911330049262,0.9597153804050356,12,5,0,dp;zms;units;isolation_forest;calf,
units,1,541,2024-04-25,126.39666748046875,1.0,0.9990147783251231,1,5,0,dp;zms;units;isolation_forest;calf,
units,2,540,2024-04-24,55.86977005004883,0.9982638888888888,0.9315459085933224,21,5,0,dp;zms;units;isolation_forest;calf,
units,3,542,2024-04-26,43.77427291870117,0.9965277777777778,0.9215534345922277,25,5,0,dp;zms;units;isolation_forest;calf,
units,4,537,2024-04-21,35.22794723510742,0.9947916666666666,0.4016369047619047,375,5,0,dp;zms;units;isolation_forest;calf,
units,5,538,2024-04-22,30.735445022583008,0.9930555555555556,0.9893968938149973,4,5,0,dp;zms;units;isolation_forest;calf,
units,6,471,2024-02-15,16.674760818481445,0.9913194444444444,0.9784089354132458,7,5,0,dp;zms;units;isolation_forest;calf,
units,7,486,2024-03-01,16.110580444335938,0.9895833333333334,0.983738711001642,5,5,0,dp;zms;units;isolation_forest;calf,
units,8,531,2024-04-15,14.271827697753906,0.9878472222222222,0.9899408182813355,3,5,0,dp;zms;units;isolation_forest;calf,
units,9,513,2024-03-28,13.966070175170898,0.9861111111111112,0.9596520935960591,13,5,0,dp;zms;units;isolation_forest;calf,
units,10,370,2023-11-06,12.742408752441406,0.984375,0.9690065681444991,10,5,0,dp;zms;units;isolation_forest;calf,
units,11,499,2024-03-14,10.812860488891602,0.9826388888888888,0.9795908593322388,6,5,0,dp;zms;units;isolation_forest;calf,
units,12,153,2023-04-03,9.652880668640137,0.9809027777777778,0.9613591269841271,11,5,0,dp;zms;units;isolation_forest;calf,
units,13,532,2024-04-16,8.915328025817871,0.9791666666666666,0.914786877394636,30,5,0,dp;zms;units;isolation_forest;calf,
units,14,563,2024-05-17,8.680048942565918,0.9774305555555556,0.9739326765188835,9,5,0,dp;zms;units;isolation_forest;calf,
units,15,530,2024-04-14,8.327662467956543,0.9756944444444444,0.5346093322386426,249,5,0,dp;zms;units;isolation_forest;calf,
units,16,485,2024-02-29,8.219118118286133,0.9739583333333334,0.746673166392994,101,5,0,dp;zms;units;isolation_forest;calf,
units,17,470,2024-02-14,6.388503074645996,0.9722222222222222,0.7645268883415435,92,5,0,dp;zms;units;isolation_forest;calf,
units,18,321,2023-09-18,6.026406764984131,0.9704861111111112,0.9291085112205802,22,5,0,dp;zms;units;isolation_forest;calf,
units,19,514,2024-03-29,5.975459098815918,0.96875,0.8453612479474548,60,5,0,dp;zms;units;isolation_forest;calf,
units,20,314,2023-09-11,5.9304914474487305,0.9670138888888888,0.9404625068418172,16,5,0,dp;zms;units;isolation_forest;calf,
units,21,276,2023-08-04,5.788060188293457,0.9652777777777778,0.909985632183908,35,5,0,dp;zms;units;isolation_forest;calf,
units,22,498,2024-03-13,5.779855728149414,0.9635416666666666,0.7123221127531473,128,5,0,dp;zms;units;isolation_forest;calf,
units,23,369,2023-11-05,5.759897232055664,0.9618055555555556,0.4935019841269842,287,5,0,dp;zms;units;isolation_forest;calf,
