consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,471,2024-02-15,0.9451510673234811,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0
2,469,2024-02-13,0.9446949917898193,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,5.0
3,468,2024-02-12,0.9165067733990148,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,9.0
4,479,2024-02-23,0.9142204433497538,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,25.0
5,499,2024-03-14,0.9139286398467433,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0
6,527,2024-04-11,0.9126060481663931,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
7,388,2023-11-24,0.9069906951286262,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,8.0
8,398,2023-12-04,0.8971501094690749,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,8.0
9,475,2024-02-19,0.8932598522167489,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
10,370,2023-11-06,0.883672619047619,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
11,490,2024-03-05,0.8805936644772853,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,20.0
12,367,2023-11-03,0.8693374384236453,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,6.0
13,387,2023-11-23,0.8673562534209086,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,21.0
14,448,2024-01-23,0.8669330870279147,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,17.0
15,337,2023-10-04,0.8570035577449371,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,4.0
16,415,2023-12-21,0.8558675424192665,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
17,321,2023-09-18,0.8527351532567049,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,4.0
18,506,2024-03-21,0.8510041050903121,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
19,338,2023-10-05,0.8461655035577451,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,11.0
20,486,2024-03-01,0.8409633278598795,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,11.0
21,339,2023-10-06,0.832258689107827,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,16.0
22,560,2024-05-14,0.8221832922824301,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
23,528,2024-04-12,0.8221806239737275,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,19.0
24,577,2024-05-31,0.8144191297208538,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,6.0
25,561,2024-05-15,0.8143974411603722,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
