variant_raw,customer,anomaly_type,consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,variant_log1p,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
raw,620000,contextual_point,1,230,2023-06-19,0.9990147783251232,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,11,230,0.924172140120416,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,13.0
raw,620000,contextual_point,2,531,2024-04-15,0.9943418171866448,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0,log1p,8,531,0.9403957991242472,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,11.0
raw,620000,contextual_point,3,584,2024-06-07,0.9939792008757524,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,2.0,log1p,28,584,0.8423645320197043,3,2,dp;zms;isolation_forest,units;calf,0,,
raw,620000,contextual_point,4,580,2024-06-03,0.9896004378763,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,4.0,log1p,2,580,0.9939792008757524,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,620000,contextual_point,7,97,2023-02-06,0.972562602627258,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,8.0,log1p,16,97,0.8902675150519979,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,35.0
raw,620000,contextual_point,9,391,2023-11-27,0.9651221264367816,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,6.0,log1p,37,391,0.8103071975916804,5,0,dp;zms;units;isolation_forest;calf,,1,units,17.0
raw,620000,contextual_point,10,153,2023-04-03,0.9609469074986317,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,7.0,log1p,34,153,0.8205100574712644,5,0,dp;zms;units;isolation_forest;calf,,1,units,45.0
raw,620000,contextual_point,11,581,2024-06-04,0.9507389162561578,3,2,dp;zms;isolation_forest,units;calf,2,dp;isolation_forest,7.0,log1p,13,581,0.9080459770114944,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,4.0
raw,620000,contextual_point,12,538,2024-04-22,0.9450311302681992,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,15.0,log1p,3,538,0.9664614121510672,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0
raw,620000,contextual_point,13,561,2024-05-15,0.9450259989053093,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,25.0,log1p,27,561,0.8467689518336071,5,0,dp;zms;units;isolation_forest;calf,,1,units,26.0
raw,620000,contextual_point,15,570,2024-05-24,0.940387246852764,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,20.0,log1p,6,570,0.9491601669403394,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,6.0
raw,620000,contextual_point,18,489,2024-03-04,0.9316519567597156,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,10.0,log1p,21,489,0.8711018746579091,5,0,dp;zms;units;isolation_forest;calf,,1,dp,44.0
raw,620000,contextual_point,20,482,2024-02-26,0.9198942939244664,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,17.0,log1p,22,482,0.8644841269841269,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,21,461,2024-02-05,0.9195094417077176,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,22.0,log1p,42,461,0.7992713464696223,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,23,111,2023-02-20,0.9182642309797482,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,26.0,log1p,24,111,0.8505986590038314,5,0,dp;zms;units;isolation_forest;calf,,1,dp,46.0
raw,620000,contextual_point,29,596,2024-06-19,0.8946360153256704,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,40.0,log1p,1,596,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,620000,contextual_point,34,125,2023-03-06,0.8526631773399014,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,36.0,log1p,36,125,0.8134407498631637,5,0,dp;zms;units;isolation_forest;calf,,2,dp;units,49.0
raw,620000,contextual_point,39,524,2024-04-08,0.8284670908593323,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,31,524,0.8333316228790366,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,40.0
raw,620000,contextual_point,42,501,2024-03-16,0.8238591269841269,5,0,dp;zms;units;isolation_forest;calf,,2,dp;isolation_forest,22.0,log1p,15,501,0.8943879994526546,5,0,dp;zms;units;isolation_forest;calf,,2,dp;calf,42.0
raw,620000,contextual_point,46,384,2023-11-20,0.8046524356869185,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,39.0,log1p,23,384,0.851999521072797,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,2.0
raw,620000,contextual_point,47,118,2023-02-27,0.8030411877394634,5,0,dp;zms;units;isolation_forest;calf,,1,zms,38.0,log1p,14,118,0.8953971674876847,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,12.0
raw,620000,global_point,3,531,2024-04-15,0.9949444444444444,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,3.0,log1p,31,531,0.8998194444444444,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,11.0
raw,620000,global_point,4,580,2024-06-03,0.9905555555555556,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,4.0,log1p,35,580,0.8927777777777778,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,8.0
raw,620000,global_point,14,595,2024-06-18,0.9377777777777778,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,24.0,log1p,2,595,0.9683333333333332,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,8.0
raw,620000,global_point,25,587,2024-06-10,0.8827777777777778,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,46.0,log1p,28,587,0.9022222222222224,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,620000,global_point,28,585,2024-06-08,0.8711111111111111,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,21.0,log1p,22,585,0.9088888888888887,3,2,itrans;datamole;gpt4ts,calf;units,2,datamole;gpt4ts,30.0
raw,620000,global_point,33,509,2024-03-24,0.8499166666666668,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;gpt4ts,10.0,log1p,40,509,0.8841666666666667,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;gpt4ts,2.0
raw,620000,global_point,37,593,2024-06-16,0.8394444444444445,3,2,itrans;datamole;gpt4ts,calf;units,1,itrans,20.0,log1p,49,593,0.8494444444444444,3,2,itrans;datamole;gpt4ts,calf;units,1,itrans,46.0
raw,620000,global_point,38,180,2023-04-30,0.8351666666666666,5,0,itrans;calf;units;datamole;gpt4ts,,2,datamole;gpt4ts,34.0,log1p,10,180,0.9321527777777778,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;gpt4ts,22.0
raw,620000,global_point,40,117,2023-02-26,0.8247500000000001,5,0,itrans;calf;units;datamole;gpt4ts,,1,gpt4ts,21.0,log1p,19,117,0.914625,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,24.0
raw,620000,global_point,43,551,2024-05-05,0.8134305555555557,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,43.0,log1p,5,551,0.9522777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,15.0
