consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,541,2024-04-25,0.9988505747126437,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,7,541,0.9413177339901477,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,3.0
3,538,2024-04-22,0.9860940065681445,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0,2,538,0.9915075944170771,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
4,531,2024-04-15,0.985192597153804,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,4,531,0.9743534482758621,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0
6,486,2024-03-01,0.9804358237547893,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,10,486,0.9225591817186645,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,17.0
7,499,2024-03-14,0.9786997126436783,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,6.0,23,499,0.8660611658456485,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,30.0
10,370,2023-11-06,0.9669420498084291,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,8.0,6,370,0.9569564176245212,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,5.0
12,561,2024-05-15,0.9547892720306514,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,14.0,28,561,0.8448241652983033,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,38.0
13,580,2024-06-03,0.9545703338806787,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,20.0,3,580,0.9835796387520525,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
14,513,2024-03-28,0.9539374657909141,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,9.0,46,513,0.8150485769020251,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,13.0
15,153,2023-04-03,0.9371886973180075,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,10.0,9,153,0.9266026956759715,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,3.0
17,314,2023-09-11,0.9316040640394089,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,24.0,26,314,0.8502685413245759,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,19.0
18,539,2024-04-23,0.9298576902025179,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,2.0,17,539,0.8999110563765736,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,1.0
19,321,2023-09-18,0.9274288451012589,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,21.0,42,321,0.8185498768472905,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,22.0
22,81,2023-01-21,0.9254994526546252,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,10.0,13,81,0.9190441981390258,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,1.0
28,364,2023-10-31,0.9152367268746578,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,31.0,37,364,0.8273877941981389,5,0,dp;zms;units;isolation_forest;calf,,1,units,27.0
