consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,584,2024-06-07,0.9887110016420362,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,1.0,1,584,0.9852032019704434,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,4.0
2,562,2024-05-16,0.9787039545703339,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0,7,562,0.9275806650246305,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;knn;kmeans,4.0
3,541,2024-04-25,0.9742151067323481,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,11,541,0.9209363711001641,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,7.0
4,538,2024-04-22,0.9722209222769568,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,8,538,0.9257750410509031,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
5,539,2024-04-23,0.9715403667214012,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,9,539,0.9237374110563765,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,3.0
6,531,2024-04-15,0.9708548850574712,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,10,531,0.9218202654625068,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
8,580,2024-06-03,0.9658846469622332,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,8.0,3,580,0.9519458128078817,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,5.0
9,561,2024-05-15,0.9645054050355775,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,8.0,22,561,0.874942049808429,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;knn;kmeans,30.0
10,527,2024-04-11,0.9617999452654626,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,2.0,16,527,0.8953470853858786,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,22.0
11,577,2024-05-31,0.9608169129720853,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,8.0,35,577,0.8117549261083744,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,32.0
12,513,2024-03-28,0.9569757799671592,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,13,513,0.9043379173508483,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,8.0
13,588,2024-06-11,0.9568103448275862,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,15.0,5,588,0.9329967159277505,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,18.0
14,528,2024-04-12,0.9546046113847838,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,10.0,46,528,0.7767847564313082,5,0,catch;tsnet;dagmm;knn;kmeans,,1,catch,23.0
15,596,2024-06-19,0.9525451559934319,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,7.0,24,596,0.8689100985221674,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,3.0
16,486,2024-03-01,0.9503471538040504,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,34,486,0.8175079365079364,5,0,catch;tsnet;dagmm;knn;kmeans,,2,tsnet;knn,31.0
17,499,2024-03-14,0.9459463601532567,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,6.0,28,499,0.8548054187192118,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,38.0
18,581,2024-06-04,0.9428776683087028,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,11.0,14,581,0.8997536945812808,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,26.0
19,587,2024-06-10,0.9382019704433497,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,30.0,4,587,0.9339039408866996,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,3.0
20,582,2024-06-05,0.9366646141215107,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,20.0,20,582,0.8835981116584565,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,25.0
21,576,2024-05-30,0.9313546798029557,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,10.0,43,576,0.7889922003284073,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,33.0
23,471,2024-02-15,0.9276340311986864,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,16.0,19,471,0.8919417077175698,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,13.0
24,583,2024-06-06,0.9259113300492611,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,28.0,32,583,0.8326293103448276,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,24.0
25,521,2024-04-05,0.9249185139573071,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,22.0,41,521,0.7938697318007663,5,0,catch;tsnet;dagmm;knn;kmeans,,1,catch,41.0
26,559,2024-05-13,0.924303845101259,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;kmeans,23.0,25,559,0.8655954433497536,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,50.0
28,570,2024-05-24,0.9126431308155446,5,0,catch;tsnet;dagmm;knn;kmeans,,2,dagmm;kmeans,15.0,48,570,0.7761360153256704,5,0,catch;tsnet;dagmm;knn;kmeans,,3,dagmm;knn;kmeans,18.0
33,89,2023-01-29,0.8918848522167488,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,12,89,0.9130019841269842,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
36,566,2024-05-20,0.8816919813902573,5,0,catch;tsnet;dagmm;knn;kmeans,,2,tsnet;kmeans,25.0,50,566,0.7748351806239737,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,43.0
41,81,2023-01-21,0.8769501915708812,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,18,81,0.8951629720853859,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
44,120,2023-03-01,0.8689705117679255,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,14.0,23,120,0.8729711275314724,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,16.0
50,575,2024-05-29,0.8548298440065683,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,12.0,44,575,0.7813984674329502,5,0,catch;tsnet;dagmm;knn;kmeans,,2,knn;kmeans,34.0
