consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,541,2024-04-25,0.9779967159277504,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,21,541,0.8939919266557197,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2
2,539,2024-04-23,0.9746741242474,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,2.0,25,539,0.8880394088669951,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1
3,538,2024-04-22,0.9743367542419266,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,3.0,23,538,0.891178297755884,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3
4,562,2024-05-16,0.9733258073344281,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,4,562,0.9367118910782704,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;itrans;ocsvm,3
7,531,2024-04-15,0.9467467843459223,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0,34,531,0.875496373836891,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,7
8,588,2024-06-11,0.9456588669950738,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,20.0,6,588,0.9241933497536945,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,8
9,580,2024-06-03,0.9418944991789819,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,4.0,2,580,0.9659790640394089,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,6
10,584,2024-06-07,0.9404700328407225,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,2.0,1,584,0.9792692939244664,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1
11,559,2024-05-13,0.934248426382047,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0,41,559,0.8483327175697866,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;calf,4
12,582,2024-06-05,0.9305069786535304,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,20.0,43,582,0.845350985221675,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,8
15,566,2024-05-20,0.9249501231527095,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;ocsvm,1.0,40,566,0.8516959496442255,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,43
16,581,2024-06-04,0.9240086206896552,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,25.0,19,581,0.8952442528735632,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,14
19,577,2024-05-31,0.9185981116584564,4,1,kmeans;dwt;itrans;ocsvm,calf,1,ocsvm,31.0,7,577,0.9224527914614122,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,25
28,471,2024-02-15,0.9037541050903121,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,7.0,50,471,0.8298933360700602,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,33
29,573,2024-05-27,0.9017582101806241,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;ocsvm,36.0,42,573,0.8463039819376027,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;itrans,19
30,596,2024-06-19,0.9015004105090312,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,9.0,13,596,0.9060077996715927,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,9
31,513,2024-03-28,0.8954328133552272,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3.0,45,513,0.8441791187739464,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,12
42,486,2024-03-01,0.85157991242474,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,5.0,17,486,0.8963741789819377,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,10
43,587,2024-06-10,0.8497660098522167,4,1,kmeans;dwt;itrans;ocsvm,calf,1,ocsvm,34.0,12,587,0.9061145320197044,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,22
