consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,584,2024-06-07,0.9745484400656814,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,1.0
2,562,2024-05-16,0.9598492063492063,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,3.0
3,541,2024-04-25,0.9359081828133553,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,3.0
4,585,2024-06-08,0.9347865353037768,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,4.0
5,580,2024-06-03,0.9340845648604269,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,29.0
6,561,2024-05-15,0.9300273672687466,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;knn;kmeans,11.0
7,538,2024-04-22,0.9283588533114395,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,2.0
8,587,2024-06-10,0.9222865353037768,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,2.0
9,513,2024-03-28,0.9178597427476737,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,15.0
10,117,2023-02-26,0.9115519293924466,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
11,539,2024-04-23,0.9107974137931036,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,4.0
12,531,2024-04-15,0.910648604269294,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,1.0
13,604,2024-06-27,0.9058565955117679,3,2,dagmm;knn;kmeans,catch;tsnet,2,dagmm;kmeans,13.0
14,582,2024-06-05,0.9005788177339902,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,25.0
15,502,2024-03-17,0.8974238505747127,5,0,catch;tsnet;dagmm;knn;kmeans,,3,tsnet;dagmm;knn,12.0
16,527,2024-04-11,0.8961055008210181,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,2.0
17,486,2024-03-01,0.8896739189928844,5,0,catch;tsnet;dagmm;knn;kmeans,,3,tsnet;dagmm;knn,9.0
18,588,2024-06-11,0.887816091954023,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,15.0
19,605,2024-06-28,0.8839627805145046,3,2,dagmm;knn;kmeans,catch;tsnet,1,kmeans,26.0
20,596,2024-06-19,0.8760283251231528,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,6.0
21,471,2024-02-15,0.8759289819376026,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;knn,19.0
22,120,2023-03-01,0.8724586070060208,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,16.0
23,594,2024-06-17,0.8620299671592775,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,9.0
24,570,2024-05-24,0.860026135741653,5,0,catch;tsnet;dagmm;knn;kmeans,,2,knn;kmeans,18.0
25,499,2024-03-14,0.8573559113300494,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,14.0
