consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,541,2024-04-25,0.9990147783251231,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,7,541,0.9539100985221676,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,2.0
2,584,2024-06-07,0.9890530925013684,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0,46,584,0.7881773399014779,3,2,dp;zms;isolation_forest,units;calf,1,zms,4.0
3,531,2024-04-15,0.9875855227148331,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,4.0,4,531,0.977403188286809,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0
4,538,2024-04-22,0.9867696360153257,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0,2,538,0.9939005199781061,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
6,209,2023-05-29,0.9825277093596059,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,8.0,9,209,0.9472341954022989,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,17.0
7,486,2024-03-01,0.9800697865353039,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,6.0,13,486,0.919603516694034,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,10.0
8,499,2024-03-14,0.9793753420908594,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,29,499,0.8333470169677065,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,25.0
10,370,2023-11-06,0.9697010125889436,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,6,370,0.9555487137383689,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,7.0
14,272,2023-07-31,0.9558394909688014,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;isolation_forest;calf,11.0,12,272,0.9247690886699507,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,16.0
15,561,2024-05-15,0.9555777914614122,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,15.0,19,561,0.8735597974822114,5,0,dp;zms;units;isolation_forest;calf,,2,isolation_forest;calf,12.0
16,580,2024-06-03,0.9551176792556103,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,19.0,3,580,0.9792008757525998,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
17,153,2023-04-03,0.9408849890530926,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,13.0,8,153,0.9498563218390805,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,1.0
18,539,2024-04-23,0.9385006157635468,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,3.0,15,539,0.8913245758073345,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,8.0
19,314,2023-09-11,0.9365592501368363,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,15.0,11,314,0.9268541324575807,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,12.0
