consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
23,321,2023-09-18,0.9263871784345922,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,17.0,20,321,0.8680897646414888,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,20.0
29,364,2023-10-31,0.9206896551724137,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,31.0,41,364,0.7995672550629448,5,0,dp;zms;units;isolation_forest;calf,,1,units,37.0
30,154,2023-04-04,0.9139248084291187,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,26.0,37,154,0.8055795019157088,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,37.0
36,573,2024-05-27,0.9096657772304324,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,21.0,26,573,0.8500153940886699,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,11.0
38,251,2023-07-10,0.9022612205801861,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,36.0,16,251,0.889696223316913,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,21.0
39,596,2024-06-19,0.8981937602627258,3,2,dp;zms;isolation_forest,units;calf,0,,,1,596,0.9945265462506843,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
40,100,2023-02-09,0.8936576354679803,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,28.0,34,100,0.8182060755336618,5,0,dp;zms;units;isolation_forest;calf,,1,units,28.0
42,588,2024-06-11,0.8814997263273124,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,34.0,5,588,0.9666119321291734,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,12.0
43,569,2024-05-23,0.8768011083743842,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,49.0,22,569,0.8575225779967159,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,17.0
45,55,2022-12-26,0.8740438560481664,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,27.0,23,55,0.8561832922824303,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,16.0
48,566,2024-05-20,0.8665982484948002,5,0,dp;zms;units;isolation_forest;calf,,1,calf,25.0,14,566,0.9186867131910235,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,8.0
50,559,2024-05-13,0.8641454570333881,5,0,dp;zms;units;isolation_forest;calf,,1,calf,33.0,35,559,0.8171473043240285,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,14.0
