variant_raw,customer,anomaly_type,consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,variant_log1p,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
raw,633000,contextual_point,44,111,2023-02-20,0.7927716201423098,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,37,111,0.7835830596606458,5,0,dp;zms;units;isolation_forest;calf,,1,zms,23.0
raw,633000,contextual_point,45,384,2023-11-20,0.7910047208538588,5,0,dp;zms;units;isolation_forest;calf,,1,zms,42.0,log1p,25,384,0.8249110563765736,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,17.0
raw,633000,contextual_point,46,588,2024-06-11,0.7889983579638752,3,2,dp;zms;isolation_forest,units;calf,0,,,log1p,19,588,0.8407224958949097,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,11.0
raw,633000,contextual_point,50,118,2023-02-27,0.7755490558292283,5,0,dp;zms;units;isolation_forest;calf,,1,zms,44.0,log1p,27,118,0.8177801724137931,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,19.0
raw,633000,global_point,23,301,2023-08-29,0.8724166666666667,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,32.0,log1p,4,301,0.9326111111111112,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,1.0
raw,633000,global_point,34,375,2023-11-11,0.8140694444444444,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,23.0,log1p,30,375,0.77125,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,13.0
raw,633000,global_point,37,485,2024-02-29,0.8072500000000001,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;datamole,7.0,log1p,16,485,0.8199722222222222,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,4.0
raw,633000,global_point,39,595,2024-06-18,0.7916666666666666,3,2,itrans;datamole;gpt4ts,calf;units,1,datamole,29.0,log1p,2,595,0.9433333333333334,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,4.0
raw,633000,global_point,44,190,2023-05-10,0.7812777777777778,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;datamole,8.0,log1p,3,190,0.9347083333333334,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,2.0
raw,633000,global_point,45,514,2024-03-29,0.7755555555555554,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,26.0,log1p,9,514,0.8592916666666668,5,0,itrans;calf;units;datamole;gpt4ts,,1,gpt4ts,29.0
raw,633000,global_point,47,310,2023-09-07,0.77225,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;datamole,45.0,log1p,1,310,0.9435555555555556,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,14.0
