consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,584,2024-06-07,0.9852032019704434,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,4.0
2,585,2024-06-08,0.9535426929392447,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,4.0
3,580,2024-06-03,0.9519458128078817,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,5.0
4,587,2024-06-10,0.9339039408866996,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,3.0
5,588,2024-06-11,0.9329967159277505,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;kmeans,18.0
6,605,2024-06-28,0.9304871373836892,3,2,dagmm;knn;kmeans,catch;tsnet,1,kmeans,14.0
7,562,2024-05-16,0.9275806650246305,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;knn;kmeans,4.0
8,538,2024-04-22,0.9257750410509031,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
9,539,2024-04-23,0.9237374110563765,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,3.0
10,531,2024-04-15,0.9218202654625068,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
11,541,2024-04-25,0.9209363711001641,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,7.0
12,89,2023-01-29,0.9130019841269842,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
13,513,2024-03-28,0.9043379173508483,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,8.0
14,581,2024-06-04,0.8997536945812808,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,26.0
15,604,2024-06-27,0.896551724137931,3,2,dagmm;knn;kmeans,catch;tsnet,2,dagmm;kmeans,22.0
16,527,2024-04-11,0.8953470853858786,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,22.0
17,430,2024-01-05,0.8953377805145047,5,0,catch;tsnet;dagmm;knn;kmeans,,2,tsnet;knn,11.0
