consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,584,2024-06-07,0.9845874384236454,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1.0
2,588,2024-06-11,0.9748173234811166,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1.0
3,583,2024-06-06,0.9738464696223317,4,1,kmeans;dwt;itrans;ocsvm,calf,3,dwt;itrans;ocsvm,1.0
4,581,2024-06-04,0.9707245484400657,4,1,kmeans;dwt;itrans;ocsvm,calf,3,dwt;itrans;ocsvm,1.0
5,594,2024-06-17,0.9681609195402299,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,1.0
6,587,2024-06-10,0.9647413793103448,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,1.0
7,562,2024-05-16,0.9408644636015326,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,8.0
8,539,2024-04-23,0.9250940749863164,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0
9,541,2024-04-25,0.9249852216748768,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,1.0
10,596,2024-06-19,0.9155192939244663,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,1.0
11,513,2024-03-28,0.9105236726874658,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
12,570,2024-05-24,0.9055502189381501,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,15.0
13,531,2024-04-15,0.9013877257799672,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,10.0
14,538,2024-04-22,0.8977329638752053,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,3.0
15,580,2024-06-03,0.8908990147783251,4,1,kmeans;dwt;itrans;ocsvm,calf,2,dwt;ocsvm,1.0
16,547,2024-05-01,0.8875733442802408,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,25.0
17,553,2024-05-07,0.8841132320744391,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,9.0
18,605,2024-06-28,0.879584017515052,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,1.0
19,603,2024-06-26,0.8773946360153256,3,2,kmeans;dwt;ocsvm,calf;itrans,1,kmeans,5.0
20,569,2024-05-23,0.8730706075533663,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
21,484,2024-02-28,0.8614543650793651,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,6.0
22,574,2024-05-28,0.8612473316912972,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
23,568,2024-05-22,0.847055281882868,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,17.0
24,464,2024-02-08,0.8416990968801313,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,19.0
25,500,2024-03-15,0.841607074438971,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,19.0
