consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,541,2024-04-25,0.9921133004926108,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0,10,541,0.9247324849480021,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,3.0
2,538,2024-04-22,0.9884770799124247,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0,9,538,0.9259807060755337,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,4.0
3,539,2024-04-23,0.988124931581828,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0,13,539,0.9104447865353039,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,10.0
4,531,2024-04-15,0.9756217159277505,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,4.0,8,531,0.9280600027367267,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
5,527,2024-04-11,0.9742556787082648,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,2.0,15,527,0.9081983442802409,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,8.0
6,562,2024-05-16,0.9716324575807335,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,5.0,3,562,0.9699666803503011,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,6.0
7,528,2024-04-12,0.9690554187192119,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,9.0,32,528,0.8247279009304872,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;tsnet,17.0
8,563,2024-05-17,0.9680623289545703,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,9.0,42,563,0.7897327586206897,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,46.0
9,561,2024-05-15,0.9664135878489327,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,10.0,11,561,0.9147845511767926,5,0,catch;tsnet;dagmm;knn;kmeans,,3,tsnet;knn;kmeans,23.0
10,513,2024-03-28,0.9607188697318009,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,8.0,4,513,0.9508232074438971,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;dagmm,9.0
11,499,2024-03-14,0.9580974274767378,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,5.0,23,499,0.871216201423098,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,8.0
12,486,2024-03-01,0.9524473180076628,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,35,486,0.8123728790366721,5,0,catch;tsnet;dagmm;knn;kmeans,,2,tsnet;knn,15.0
13,584,2024-06-07,0.9507389162561576,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,1.0,1,584,0.9716687192118226,4,1,tsnet;dagmm;knn;kmeans,catch,4,tsnet;dagmm;knn;kmeans,2.0
14,580,2024-06-03,0.9498871100164203,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,1.0,12,580,0.9112931034482759,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;knn;kmeans,7.0
15,521,2024-04-05,0.9437967296113848,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,12.0,20,521,0.8899137931034481,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;tsnet,11.0
16,439,2024-01-14,0.9391022167487686,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0,2,439,0.9714187192118227,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
17,471,2024-02-15,0.9319763273125343,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,15.0,26,471,0.8497805829228243,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;knn,22.0
18,588,2024-06-11,0.9256239737274221,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,10.0,17,588,0.9013074712643678,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,21.0
19,559,2024-05-13,0.9243464012041598,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;kmeans,25.0,36,559,0.8069622331691297,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,50.0
20,573,2024-05-27,0.9175238095238095,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,27.0,46,573,0.769759783798577,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,36.0
21,581,2024-06-04,0.915305829228243,4,1,tsnet;dagmm;knn;kmeans,catch,2,tsnet;dagmm,14.0,25,581,0.8605767651888341,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,28.0
22,582,2024-06-05,0.9152688834154351,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,28.0,28,582,0.8336227422003284,4,1,tsnet;dagmm;knn;kmeans,catch,1,kmeans,27.0
23,570,2024-05-24,0.9145588396278053,5,0,catch;tsnet;dagmm;knn;kmeans,,2,tsnet;dagmm,20.0,30,570,0.8315691023535852,5,0,catch;tsnet;dagmm;knn;kmeans,,2,knn;kmeans,19.0
24,577,2024-05-31,0.9092692939244664,4,1,tsnet;dagmm;knn;kmeans,catch,2,dagmm;knn,26.0,22,577,0.8775718390804598,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,32.0
28,587,2024-06-10,0.8966912972085386,4,1,tsnet;dagmm;knn;kmeans,catch,2,tsnet;dagmm,45.0,7,587,0.9306260262725781,4,1,tsnet;dagmm;knn;kmeans,catch,3,dagmm;knn;kmeans,2.0
32,566,2024-05-20,0.8739692118226602,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,29.0,37,566,0.8041353995621238,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,43.0
35,574,2024-05-28,0.8721455254515599,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,44.0,44,574,0.7805121100164203,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,35.0
39,153,2023-04-03,0.861032293377121,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,17.0,33,153,0.8191681718664476,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;tsnet,5.0
40,120,2023-03-01,0.8532159277504106,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,13.0,21,120,0.8891575670498085,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,13.0
41,596,2024-06-19,0.8527278325123152,4,1,tsnet;dagmm;knn;kmeans,catch,1,knn,34.0,14,596,0.9103222495894909,4,1,tsnet;dagmm;knn;kmeans,catch,2,knn;kmeans,5.0
43,502,2024-03-17,0.8516095374931583,5,0,catch;tsnet;dagmm;knn;kmeans,,0,,,18,502,0.8924401340996168,5,0,catch;tsnet;dagmm;knn;kmeans,,2,dagmm;knn,10.0
44,402,2023-12-08,0.8491891762452107,5,0,catch;tsnet;dagmm;knn;kmeans,,1,catch,42.0,40,402,0.7982649835796387,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;tsnet,46.0
45,175,2023-04-25,0.8483405172413793,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,13.0,34,175,0.8176720717022441,5,0,catch;tsnet;dagmm;knn;kmeans,,2,dagmm;knn,3.0
49,91,2023-01-31,0.8377732621784346,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,6.0,43,91,0.7855829228243021,5,0,catch;tsnet;dagmm;knn;kmeans,,1,knn,31.0
