consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,562,2024-05-16,0.9825597290640393,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1,14,562,0.9173368910782702,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;itrans;ocsvm,5
2,541,2024-04-25,0.9789770114942529,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1,17,541,0.9097393267651889,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1
3,539,2024-04-23,0.9749886425834701,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,3,45,539,0.866578475643131,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,4
4,563,2024-05-17,0.9746235632183907,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1,31,563,0.8813183497536947,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;itrans,9
5,538,2024-04-22,0.9713999042145594,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,2,29,538,0.884675697865353,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,3
7,531,2024-04-15,0.9477467843459223,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2,35,531,0.8776743295019157,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,7
9,588,2024-06-11,0.9435570607553365,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,18,4,588,0.9595299671592774,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,8
10,566,2024-05-20,0.9407788040503557,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;ocsvm,1,49,566,0.8506697454844007,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,43
11,580,2024-06-03,0.9397988505747127,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,11,1,580,0.9772105911330049,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,2
12,584,2024-06-07,0.9392446633825944,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,1,2,584,0.9713895730706076,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1
13,577,2024-05-31,0.9318944991789819,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,28,21,577,0.9032491789819376,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,24
14,576,2024-05-30,0.9290106732348111,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,7,18,576,0.909710591133005,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,25
15,582,2024-06-05,0.9246798029556651,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,28,3,582,0.9690886699507388,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,8
22,513,2024-03-28,0.9098908045977012,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3,36,513,0.8774170087575259,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,10
24,583,2024-06-06,0.9044868637110017,4,1,kmeans;dwt;itrans;ocsvm,calf,1,ocsvm,27,9,583,0.9275656814449919,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,18
29,596,2024-06-19,0.8962889983579639,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,9,26,596,0.8920340722495894,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,9
32,570,2024-05-24,0.8901909551176793,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;calf,39,28,570,0.8872934455391353,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,37
33,439,2024-01-14,0.8862523946360152,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,6,7,439,0.9343080870279146,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1
34,587,2024-06-10,0.8852483579638751,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,17,12,587,0.9211637931034483,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,24
45,429,2024-01-04,0.8622877668308704,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,31,19,429,0.9078791735084838,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,11
48,486,2024-03-01,0.858848316912972,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,4,32,486,0.8808353174603175,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,6
