consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,541,2024-04-25,0.9990147783251231,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,7,541,0.950822728516694,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,6.0
3,439,2024-01-14,0.9866755610290093,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,6.0,4,439,0.9802391215106733,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0
4,531,2024-04-15,0.9861966338259442,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,5,531,0.969492337164751,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0
5,538,2024-04-22,0.9861128215654077,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0,2,538,0.9925304460864807,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0
6,486,2024-03-01,0.9820778598795841,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,4.0,9,486,0.9286689244663384,5,0,dp;zms;units;isolation_forest;calf,,4,zms;units;isolation_forest;calf,6.0
7,499,2024-03-14,0.9792060071154898,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,13,499,0.907905719759168,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,25.0
9,527,2024-04-11,0.977403188286809,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,3.0,40,527,0.8192939244663382,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,37.0
11,370,2023-11-06,0.9634698275862069,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,9.0,15,370,0.9012879720853858,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,6.0
12,580,2024-06-03,0.9573070607553366,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,19.0,3,580,0.9841269841269842,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
13,561,2024-05-15,0.9558121237000547,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,14.0,33,561,0.8410047208538588,5,0,dp;zms;units;isolation_forest;calf,,2,zms;isolation_forest,40.0
14,513,2024-03-28,0.954922687465791,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,11.0,41,513,0.8160064313081555,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,12.0
15,472,2024-02-16,0.9547653256704981,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,14.0,50,472,0.7927818828680898,5,0,dp;zms;units;isolation_forest;calf,,0,,
17,153,2023-04-03,0.9406694718117132,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,13.0,10,153,0.9230637657361797,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,4.0
18,314,2023-09-11,0.9391112479474547,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,20.0,26,314,0.8588823891625615,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,11.0
19,539,2024-04-23,0.9295104679802956,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,3.0,14,539,0.9019755747126436,5,0,dp;zms;units;isolation_forest;calf,,3,zms;isolation_forest;calf,4.0
22,184,2023-05-04,0.9260485084838532,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,15.0,48,184,0.7943982621784346,5,0,dp;zms;units;isolation_forest;calf,,0,,
23,321,2023-09-18,0.9259835112205801,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,22.0,17,321,0.8823720580186099,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,22.0
33,100,2023-02-09,0.9037647099069513,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,26.0,20,100,0.8728311439518336,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,37.0
34,596,2024-06-19,0.9003831417624522,3,2,dp;zms;isolation_forest,units;calf,1,zms,47.0,1,596,0.9928845101258895,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,5.0
37,154,2023-04-04,0.8942939244663382,5,0,dp;zms;units;isolation_forest;calf,,1,units,25.0,29,154,0.8434352764094143,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,14.0
39,573,2024-05-27,0.8894516283524905,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,19.0,21,573,0.8660902435686919,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,10.0
41,559,2024-05-13,0.8837301587301589,5,0,dp;zms;units;isolation_forest;calf,,1,units,34.0,28,559,0.8451782293377121,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,13.0
