variant_raw,customer,anomaly_type,consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,variant_log1p,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
raw,620000,contextual_point,20,134,2023-03-15,0.8984263820470717,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,32.0,log1p,25,134,0.8577654625068417,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,22,596,2024-06-19,0.8962780514504652,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,38.0,log1p,1,596,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,620000,contextual_point,23,570,2024-05-24,0.8955476874657908,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,24.0,log1p,5,570,0.9509150930487138,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0
raw,620000,contextual_point,24,356,2023-10-23,0.8923132183908045,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,28.0,log1p,48,356,0.7809746168582377,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,29,538,2024-04-22,0.8559250136836344,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,13.0,log1p,6,538,0.9469793377120964,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,2.0
raw,620000,contextual_point,32,484,2024-02-28,0.8543377120963328,5,0,dp;zms;units;isolation_forest;calf,,1,units,28.0,log1p,50,484,0.7791735084838532,5,0,dp;zms;units;isolation_forest;calf,,1,units,29.0
raw,620000,contextual_point,36,501,2024-03-16,0.8246852764094144,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,20.0,log1p,16,501,0.8934865900383141,5,0,dp;zms;units;isolation_forest;calf,,2,dp;calf,38.0
raw,620000,contextual_point,39,485,2024-02-29,0.8169865216201423,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,16.0,log1p,14,485,0.9095990695128628,5,0,dp;zms;units;isolation_forest;calf,,1,units,14.0
raw,620000,contextual_point,41,125,2023-03-06,0.8131465517241379,5,0,dp;zms;units;isolation_forest;calf,,1,zms,39.0,log1p,32,125,0.8341714559386973,5,0,dp;zms;units;isolation_forest;calf,,2,dp;units,36.0
raw,620000,contextual_point,48,223,2023-06-12,0.7923576902025179,5,0,dp;zms;units;isolation_forest;calf,,1,zms,39.0,log1p,31,223,0.8400998905309252,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,2.0
raw,620000,contextual_point,50,483,2024-02-27,0.7881841817186646,5,0,dp;zms;units;isolation_forest;calf,,1,units,15.0,log1p,42,483,0.799151614668856,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,35.0
raw,620000,global_point,2,531,2024-04-15,0.9956388888888889,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0,log1p,25,531,0.80625,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;gpt4ts,13.0
raw,620000,global_point,5,595,2024-06-18,0.9644444444444444,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,10.0,log1p,11,595,0.9044444444444444,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,2.0
raw,620000,global_point,14,580,2024-06-03,0.8944444444444445,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;datamole,4.0,log1p,26,580,0.8055555555555555,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,2.0
raw,620000,global_point,15,97,2023-02-06,0.893375,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;datamole,11.0,log1p,48,97,0.7641111111111111,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,37.0
raw,620000,global_point,23,565,2024-05-19,0.8424166666666666,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;datamole,22.0,log1p,41,565,0.7773888888888888,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;datamole,5.0
raw,620000,global_point,24,116,2023-02-25,0.838875,5,0,itrans;calf;units;datamole;gpt4ts,,1,itrans,31.0,log1p,7,116,0.9129444444444446,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;units;datamole,32.0
raw,620000,global_point,31,551,2024-05-05,0.8099166666666667,5,0,itrans;calf;units;datamole;gpt4ts,,1,calf,30.0,log1p,18,551,0.8583055555555555,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;datamole,7.0
raw,620000,global_point,39,572,2024-05-26,0.7749583333333333,5,0,itrans;calf;units;datamole;gpt4ts,,0,,,log1p,30,572,0.7974444444444444,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,3.0
raw,620000,global_point,44,569,2024-05-23,0.7643472222222222,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,11.0,log1p,33,569,0.7933888888888889,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,620000,global_point,45,509,2024-03-24,0.7628194444444445,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;datamole,42.0,log1p,4,509,0.91775,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;units,3.0
raw,620000,global_point,46,402,2023-12-08,0.7617361111111112,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,9.0,log1p,36,402,0.7884722222222222,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;gpt4ts,18.0
raw,620000,global_point,47,571,2024-05-25,0.7611388888888889,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,41.0,log1p,29,571,0.8005833333333333,5,0,itrans;calf;units;datamole;gpt4ts,,3,calf;units;datamole,32.0
raw,620000,global_point,48,550,2024-05-04,0.7550833333333333,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,29.0,log1p,20,550,0.8430277777777778,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;datamole,9.0
raw,620000,subsequence_pattern,1,584,2024-06-07,0.937192118226601,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0,log1p,43,584,0.7827298850574713,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,19.0
raw,620000,subsequence_pattern,2,580,2024-06-03,0.9310160098522168,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0,log1p,48,580,0.7777853037766831,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,22.0
raw,620000,subsequence_pattern,7,531,2024-04-15,0.9040428297755884,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0,log1p,45,531,0.7814839901477832,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,43.0
raw,620000,subsequence_pattern,8,568,2024-05-22,0.8951896551724137,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;calf;ocsvm,13.0,log1p,31,568,0.8018386699507388,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;calf,19.0
raw,620000,subsequence_pattern,10,489,2024-03-04,0.8878588533114395,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,14.0,log1p,29,489,0.8183598795840175,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,17.0
raw,620000,subsequence_pattern,11,443,2024-01-18,0.876826354679803,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;ocsvm,1.0,log1p,25,443,0.8648640530925015,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,dwt,1.0
raw,620000,subsequence_pattern,12,500,2024-03-15,0.8691072112753148,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,20.0,log1p,36,500,0.7867635467980294,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,49.0
raw,620000,subsequence_pattern,15,592,2024-06-15,0.857799671592775,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,14.0,log1p,39,592,0.7854926108374384,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,13.0
raw,620000,subsequence_pattern,18,593,2024-06-16,0.8544355500821018,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,9.0,log1p,33,593,0.7979987684729064,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,6.0
raw,620000,subsequence_pattern,20,572,2024-05-26,0.8426300629447182,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,37.0,log1p,44,572,0.7821740558292282,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;itrans;ocsvm,3.0
raw,620000,subsequence_pattern,21,391,2023-11-27,0.8425445402298852,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,16.0,log1p,32,391,0.800258757525999,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,15.0
raw,620000,subsequence_pattern,23,402,2023-12-08,0.8332511631089217,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,9.0,log1p,28,402,0.8263123289545703,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,18.0
raw,620000,subsequence_pattern,30,551,2024-05-05,0.8247466475095786,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,30.0,log1p,40,551,0.7845275041050903,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,7.0
raw,620000,subsequence_pattern,35,387,2023-11-23,0.8127211275314725,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;ocsvm,13.0,log1p,42,387,0.7833528325123152,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,620000,subsequence_pattern,36,586,2024-06-09,0.8111637931034483,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,19.0,log1p,38,586,0.7855480295566503,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,22.0
raw,620000,subsequence_pattern,39,595,2024-06-18,0.7926518883415435,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,12.0,log1p,30,595,0.8078017241379312,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0
raw,620000,subsequence_pattern,40,436,2024-01-11,0.7904044882320744,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1.0,log1p,5,436,0.9272686781609196,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
raw,620000,subsequence_pattern,42,440,2024-01-15,0.7819520388615216,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,dwt,1.0,log1p,8,440,0.9196930076628352,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
raw,620000,subsequence_pattern,47,429,2024-01-04,0.7691637931034483,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,1.0,log1p,7,429,0.9208590585659552,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0
raw,633000,contextual_point,1,531,2024-04-15,0.9976635194307608,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,2.0,log1p,3,531,0.951135741652983,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,1.0
raw,633000,contextual_point,2,584,2024-06-07,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0,log1p,36,584,0.7766830870279146,3,2,dp;zms;isolation_forest,units;calf,0,,
raw,633000,contextual_point,3,364,2023-10-31,0.9940510399562124,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,31,364,0.784905240831965,5,0,dp;zms;units;isolation_forest;calf,,2,isolation_forest;calf,29.0
raw,633000,contextual_point,4,580,2024-06-03,0.9813902572523264,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,4.0,log1p,2,580,0.9742747673782156,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,2.0
raw,633000,contextual_point,5,97,2023-02-06,0.9773381910235358,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,log1p,7,97,0.9237445265462508,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,2.0
raw,633000,contextual_point,6,265,2023-07-24,0.9738762315270936,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,log1p,10,265,0.9049671592775042,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,5.0
raw,633000,contextual_point,7,538,2024-04-22,0.9622109332238642,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0,log1p,5,538,0.9453099343185551,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0
raw,633000,contextual_point,8,356,2023-10-23,0.9501248631636562,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,10.0,log1p,13,356,0.8841252736726876,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,6.0
raw,633000,contextual_point,9,596,2024-06-19,0.9466338259441708,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,18.0,log1p,1,596,0.9827586206896552,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,3.0
raw,633000,contextual_point,10,532,2024-04-16,0.946172003284072,5,0,dp;zms;units;isolation_forest;calf,,4,dp;units;isolation_forest;calf,3.0,log1p,44,532,0.7617816091954023,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,4.0
raw,633000,contextual_point,11,570,2024-05-24,0.9457614942528736,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,13.0,log1p,34,570,0.778538929939792,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,14.0
raw,633000,contextual_point,16,311,2023-09-08,0.9362308429118772,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,17.0,log1p,9,311,0.91766386152162,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0
raw,633000,contextual_point,17,153,2023-04-03,0.9324558702791462,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,6.0,log1p,14,153,0.8734383552271485,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,7.0
raw,633000,contextual_point,18,391,2023-11-27,0.9178537219485496,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,7.0,log1p,6,391,0.9250803913519432,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,7.0
raw,633000,contextual_point,19,134,2023-03-15,0.905417008757526,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,16.0,log1p,20,134,0.8259339080459769,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,43.0
raw,633000,contextual_point,20,486,2024-03-01,0.903205391351943,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;isolation_forest,13.0,log1p,21,486,0.8228345648604269,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,7.0
raw,633000,contextual_point,21,55,2022-12-26,0.8863984674329501,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,11.0,log1p,41,55,0.765968801313629,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,9.0
raw,633000,contextual_point,23,302,2023-08-30,0.8835300355774495,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,4,302,0.946616721401204,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,12.0
raw,633000,contextual_point,24,489,2024-03-04,0.8789768062397373,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,20.0,log1p,11,489,0.9035714285714284,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,10.0
raw,633000,contextual_point,30,22,2022-11-23,0.854382183908046,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,23.0,log1p,22,22,0.8109657224958948,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,17.0
raw,633000,contextual_point,31,342,2023-10-09,0.8469878899835797,5,0,dp;zms;units;isolation_forest;calf,,0,,,log1p,8,342,0.9176929392446632,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,11.0
raw,633000,contextual_point,32,154,2023-04-04,0.8430880541871921,5,0,dp;zms;units;isolation_forest;calf,,4,dp;units;isolation_forest;calf,30.0,log1p,25,154,0.8013067870826491,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,32.0
raw,633000,contextual_point,38,111,2023-02-20,0.8141796661193214,5,0,dp;zms;units;isolation_forest;calf,,2,zms;calf,44.0,log1p,42,111,0.7645610974274767,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,22.0
raw,633000,contextual_point,42,34,2022-12-05,0.80202346743295,5,0,dp;zms;units;isolation_forest;calf,,1,zms,39.0,log1p,29,34,0.7899818691844553,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,16.0
raw,633000,contextual_point,43,7,2022-11-08,0.8017583470169678,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,33.0,log1p,48,7,0.7542881089217296,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,12.0
raw,633000,contextual_point,45,485,2024-02-29,0.7916290366721401,5,0,dp;zms;units;isolation_forest;calf,,2,dp;units,5.0,log1p,30,485,0.7879874794745485,5,0,dp;zms;units;isolation_forest;calf,,3,units;isolation_forest;calf,8.0
raw,633000,contextual_point,47,384,2023-11-20,0.7832922824302135,5,0,dp;zms;units;isolation_forest;calf,,1,zms,39.0,log1p,16,384,0.8448994252873563,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;calf,16.0
raw,633000,contextual_point,49,594,2024-06-17,0.7816091954022989,3,2,dp;zms;isolation_forest,units;calf,0,,,log1p,19,594,0.8264915161466885,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,22.0
raw,633000,global_point,10,485,2024-02-29,0.871638888888889,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,5.0,log1p,3,485,0.9190416666666668,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;datamole,5.0
raw,633000,global_point,11,530,2024-04-14,0.8552222222222223,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,1.0,log1p,8,530,0.8857638888888889,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;units;datamole;gpt4ts,3.0
raw,633000,global_point,15,599,2024-06-22,0.84,3,2,itrans;datamole;gpt4ts,calf;units,1,gpt4ts,17.0,log1p,20,599,0.8316666666666667,3,2,itrans;datamole;gpt4ts,calf;units,1,itrans,50.0
raw,633000,global_point,16,355,2023-10-22,0.8345138888888888,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,18.0,log1p,19,355,0.8445277777777778,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,24.0
raw,633000,global_point,21,301,2023-08-29,0.8083888888888888,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,41.0,log1p,17,301,0.8534444444444442,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,3.0
raw,633000,global_point,26,568,2024-05-22,0.79475,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;gpt4ts,16.0,log1p,7,568,0.8861111111111111,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,2.0
raw,633000,global_point,27,390,2023-11-26,0.7938888888888889,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,19.0,log1p,22,390,0.8203333333333334,5,0,itrans;calf;units;datamole;gpt4ts,,0,,
raw,633000,global_point,33,514,2024-03-29,0.7761666666666666,5,0,itrans;calf;units;datamole;gpt4ts,,3,itrans;calf;units,25.0,log1p,9,514,0.8836388888888889,5,0,itrans;calf;units;datamole;gpt4ts,,1,calf,5.0
raw,633000,global_point,34,571,2024-05-25,0.776,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,27.0,log1p,12,571,0.8657083333333334,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;datamole,31.0
raw,633000,global_point,36,310,2023-09-07,0.7744027777777778,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;datamole,27.0,log1p,1,310,0.952375,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;datamole,7.0
raw,633000,global_point,41,130,2023-03-11,0.7636111111111111,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,15.0,log1p,16,130,0.8552083333333333,5,0,itrans;calf;units;datamole;gpt4ts,,2,datamole;gpt4ts,8.0
raw,633000,global_point,42,579,2024-06-02,0.7633333333333333,3,2,itrans;datamole;gpt4ts,calf;units,2,itrans;gpt4ts,9.0,log1p,21,579,0.8233333333333333,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,45,578,2024-06-01,0.755,3,2,itrans;datamole;gpt4ts,calf;units,1,gpt4ts,4.0,log1p,26,578,0.7894444444444444,3,2,itrans;datamole;gpt4ts,calf;units,0,,
raw,633000,global_point,49,190,2023-05-10,0.7475277777777778,5,0,itrans;calf;units;datamole;gpt4ts,,1,calf,15.0,log1p,2,190,0.9516527777777778,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,8.0
raw,633000,subsequence_pattern,3,521,2024-04-05,0.9475704707170224,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,6.0,log1p,15,521,0.8445174466338259,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,34.0
raw,633000,subsequence_pattern,4,520,2024-04-04,0.943323823207444,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,8.0,log1p,18,520,0.831571223316913,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,37.0
raw,633000,subsequence_pattern,6,531,2024-04-15,0.9385690339354132,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1.0,log1p,37,531,0.7684174876847291,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,6.0
raw,633000,subsequence_pattern,18,391,2023-11-27,0.8899626436781609,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,log1p,29,391,0.776331417624521,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,21.0
raw,633000,subsequence_pattern,27,464,2024-02-08,0.8300754652435687,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,12.0,log1p,6,464,0.8753433223864258,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,39.0
raw,633000,subsequence_pattern,35,485,2024-02-29,0.8068668582375478,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,ocsvm,34.0,log1p,1,485,0.9277924192665572,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,13.0
raw,633000,subsequence_pattern,36,517,2024-04-01,0.8068130815544607,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,5.0,log1p,20,517,0.8194730432402846,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,3.0
raw,633000,subsequence_pattern,38,514,2024-03-29,0.8004667487684729,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,25.0,log1p,22,514,0.806724411603722,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,calf,5.0
raw,633000,subsequence_pattern,41,402,2023-12-08,0.7982031335522715,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,1.0,log1p,9,402,0.8710367405582924,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;itrans,17.0
raw,633000,subsequence_pattern,50,511,2024-03-26,0.777334564860427,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,,log1p,34,511,0.7718380541871921,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
raw,2968000,contextual_point,1,471,2024-02-15,0.9962233169129722,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,19,471,0.8782242063492063,5,0,dp;zms;units;isolation_forest;calf,,3,zms;units;calf,8.0
