consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
1,562,2024-05-16,0.9762863984674329,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,6,562,0.9361007799671592,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,5
3,561,2024-05-15,0.9688526956759714,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0,5,561,0.9375922276956761,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,17
4,541,2024-04-25,0.9655172413793103,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0,16,541,0.9163858784893268,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,1
5,539,2024-04-23,0.9618662424740011,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,2.0,33,539,0.8816139162561576,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;ocsvm,4
6,538,2024-04-22,0.9608720580186096,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,3.0,21,538,0.9070583607006022,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3
7,531,2024-04-15,0.9559480021893816,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,2.0,24,531,0.9010708812260535,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,7
10,584,2024-06-07,0.9359544334975369,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,2.0,1,584,0.9772105911330049,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1
11,580,2024-06-03,0.9344560755336617,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,12.0,2,580,0.9689449917898194,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,6
14,582,2024-06-05,0.9276518883415437,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,17.0,36,582,0.8774712643678161,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,11
15,513,2024-03-28,0.9225051313628899,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3.0,37,513,0.8764701012588944,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5
18,588,2024-06-11,0.916855500821018,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,24.0,11,588,0.9211966338259442,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,11
19,577,2024-05-31,0.9166194581280789,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,14.0,15,577,0.9166379310344828,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,25
21,587,2024-06-10,0.9119478653530377,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,19.0,3,587,0.9606486042692939,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,13
24,583,2024-06-06,0.9036966338259442,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,20.0,25,583,0.8965270935960592,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,16
29,581,2024-06-04,0.8949466338259441,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,16.0,10,581,0.9221305418719212,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,25
39,486,2024-03-01,0.8691940339354133,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,5.0,47,486,0.8543440749863164,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,itrans;ocsvm,7
48,569,2024-05-23,0.8536570197044334,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,31.0,43,569,0.8672087438423646,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;calf,16
