variant_raw,customer,anomaly_type,consensus_rank_raw,row_raw,timestamp,consensus_score_raw,available_method_count_raw,missing_method_count_raw,methods_available_raw,methods_missing_raw,methods_in_top_k_raw,methods_triggered_raw,best_method_rank_raw,variant_log1p,consensus_rank_log1p,row_log1p,consensus_score_log1p,available_method_count_log1p,missing_method_count_log1p,methods_available_log1p,methods_missing_log1p,methods_in_top_k_log1p,methods_triggered_log1p,best_method_rank_log1p
raw,620000,contextual_point,1,531,2024-04-15,0.9977011494252874,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,1.0,log1p,6,531,0.9538433908045978,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,11.0
raw,620000,contextual_point,2,584,2024-06-07,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0,log1p,29,584,0.8412698412698413,3,2,dp;zms;isolation_forest,units;calf,0,,
raw,620000,contextual_point,3,580,2024-06-03,0.9939792008757524,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,3.0,log1p,2,580,0.9939792008757524,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,620000,contextual_point,4,364,2023-10-31,0.9823498221127532,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,5.0,log1p,36,364,0.8180059523809524,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,5,97,2023-02-06,0.975771414887794,5,0,dp;zms;units;isolation_forest;calf,,5,dp;zms;units;isolation_forest;calf,7.0,log1p,17,97,0.8958607006020799,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,34.0
raw,620000,contextual_point,10,581,2024-06-04,0.9507389162561576,3,2,dp;zms;isolation_forest,units;calf,2,dp;isolation_forest,5.0,log1p,12,581,0.9151614668856048,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,4.0
raw,620000,contextual_point,11,561,2024-05-15,0.9411877394636016,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,15.0,log1p,26,561,0.8489275451559933,5,0,dp;zms;units;isolation_forest;calf,,1,units,40.0
raw,620000,contextual_point,12,153,2023-04-03,0.9391266420361248,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0,log1p,31,153,0.8395422824302134,5,0,dp;zms;units;isolation_forest;calf,,1,units,21.0
raw,620000,contextual_point,13,55,2022-12-26,0.9362257115489874,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,3.0,log1p,38,55,0.8156318418171866,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,13.0
raw,620000,contextual_point,15,489,2024-03-04,0.9355637657361796,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,19.0,log1p,15,489,0.9015633552271484,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,33.0
raw,620000,contextual_point,17,461,2024-02-05,0.925797071702244,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;calf,13.0,log1p,22,461,0.8733613847837987,5,0,dp;zms;units;isolation_forest;calf,,1,units,36.0
raw,620000,contextual_point,18,532,2024-04-16,0.9159448549534756,5,0,dp;zms;units;isolation_forest;calf,,3,dp;units;isolation_forest,3.0,log1p,41,532,0.807880062944718,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,28.0
raw,620000,contextual_point,19,538,2024-04-22,0.9069290503557744,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,14.0,log1p,4,538,0.9571428571428572,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,3.0
raw,620000,contextual_point,21,111,2023-02-20,0.8945299671592775,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,26.0,log1p,39,111,0.8151631773399014,5,0,dp;zms;units;isolation_forest;calf,,1,dp,46.0
raw,620000,contextual_point,22,134,2023-03-15,0.8935652709359605,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,25.0,log1p,40,134,0.8095306513409962,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,23,596,2024-06-19,0.8935413245758074,3,2,dp;zms;isolation_forest,units;calf,1,isolation_forest,37.0,log1p,1,596,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
raw,620000,contextual_point,26,570,2024-05-24,0.8886032430213465,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,25.0,log1p,11,570,0.9162493158182814,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,9.0
raw,620000,contextual_point,33,311,2023-09-08,0.8537185276409416,5,0,dp;zms;units;isolation_forest;calf,,1,calf,16.0,log1p,45,311,0.7942118226600985,5,0,dp;zms;units;isolation_forest;calf,,0,,
raw,620000,contextual_point,35,83,2023-01-23,0.846628694581281,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,7.0,log1p,18,83,0.8860905856595511,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,30.0
raw,620000,contextual_point,37,125,2023-03-06,0.8359400656814451,5,0,dp;zms;units;isolation_forest;calf,,2,zms;units,37.0,log1p,42,125,0.8068537903667213,5,0,dp;zms;units;isolation_forest;calf,,1,dp,50.0
raw,620000,contextual_point,44,384,2023-11-20,0.8066981390257253,5,0,dp;zms;units;isolation_forest;calf,,1,zms,39.0,log1p,32,384,0.83438526272578,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,29.0
raw,620000,global_point,1,584,2024-06-07,0.9994444444444444,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,1.0,log1p,3,584,0.9705555555555556,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,1.0
raw,620000,global_point,2,531,2024-04-15,0.9976666666666668,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,1.0,log1p,16,531,0.9102916666666668,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,11.0
raw,620000,global_point,3,580,2024-06-03,0.9911111111111112,3,2,itrans;datamole;gpt4ts,calf;units,3,itrans;datamole;gpt4ts,2.0,log1p,33,580,0.8683333333333333,3,2,itrans;datamole;gpt4ts,calf;units,1,gpt4ts,6.0
raw,620000,global_point,4,527,2024-04-11,0.9723194444444444,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;datamole;gpt4ts,2.0,log1p,44,527,0.8422638888888889,5,0,itrans;calf;units;datamole;gpt4ts,,1,datamole,31.0
raw,620000,global_point,7,563,2024-05-17,0.9586666666666668,5,0,itrans;calf;units;datamole;gpt4ts,,5,itrans;calf;units;datamole;gpt4ts,11.0,log1p,47,563,0.8379166666666666,5,0,itrans;calf;units;datamole;gpt4ts,,1,gpt4ts,33.0
raw,620000,global_point,8,97,2023-02-06,0.9569027777777775,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,7.0,log1p,24,97,0.8899444444444444,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,41.0
raw,620000,global_point,16,521,2024-04-05,0.9019027777777776,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;gpt4ts,3.0,log1p,45,521,0.8411111111111111,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,49.0
raw,620000,global_point,18,582,2024-06-05,0.8894444444444445,3,2,itrans;datamole;gpt4ts,calf;units,2,datamole;gpt4ts,3.0,log1p,9,582,0.9333333333333332,3,2,itrans;datamole;gpt4ts,calf;units,2,datamole;gpt4ts,18.0
raw,620000,global_point,20,489,2024-03-04,0.8708888888888889,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,19.0,log1p,37,489,0.8533055555555554,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;units,33.0
raw,620000,global_point,21,402,2023-12-08,0.8615833333333335,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,6.0,log1p,11,402,0.9224722222222222,5,0,itrans;calf;units;datamole;gpt4ts,,4,itrans;calf;units;gpt4ts,14.0
raw,620000,global_point,30,541,2024-04-25,0.8169027777777778,5,0,itrans;calf;units;datamole;gpt4ts,,2,calf;gpt4ts,7.0,log1p,27,541,0.88475,5,0,itrans;calf;units;datamole;gpt4ts,,1,itrans,31.0
raw,620000,global_point,40,550,2024-05-04,0.7706666666666666,5,0,itrans;calf;units;datamole;gpt4ts,,2,itrans;datamole,23.0,log1p,12,550,0.920013888888889,5,0,itrans;calf;units;datamole;gpt4ts,,3,units;datamole;gpt4ts,8.0
raw,620000,global_point,45,538,2024-04-22,0.7552361111111111,5,0,itrans;calf;units;datamole;gpt4ts,,2,units;gpt4ts,14.0,log1p,49,538,0.8320000000000001,5,0,itrans;calf;units;datamole;gpt4ts,,1,units,3.0
raw,620000,subsequence_pattern,1,584,2024-06-07,0.9339018883415436,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0,log1p,44,584,0.7793965517241379,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,24.0
