consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,584,2024-06-07,0.9751518883415435,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,1
2,582,2024-06-05,0.9683045977011494,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,9
3,581,2024-06-04,0.9628427750410509,4,1,kmeans;dwt;itrans;ocsvm,calf,4,kmeans;dwt;itrans;ocsvm,2
4,562,2024-05-16,0.9512790777230432,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,5
5,568,2024-05-22,0.9499127668308702,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;calf;itrans;ocsvm,1
6,588,2024-06-11,0.94373973727422,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,9
7,580,2024-06-03,0.9406362889983579,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,6
8,586,2024-06-09,0.940022577996716,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,8
9,425,2023-12-31,0.9350683497536947,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,4
10,561,2024-05-15,0.9253081554460865,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;calf;ocsvm,17
11,578,2024-06-01,0.9246366995073891,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;itrans,25
12,595,2024-06-18,0.92436986863711,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,15
13,422,2023-12-28,0.9185920224411603,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1
14,599,2024-06-22,0.9172290640394088,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,12
15,437,2024-01-12,0.9136866447728517,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1
16,587,2024-06-10,0.9073522167487685,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;dwt;ocsvm,19
17,541,2024-04-25,0.906467159277504,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2
18,538,2024-04-22,0.9056257525998905,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3
19,577,2024-05-31,0.9050143678160919,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;dwt,25
20,571,2024-05-25,0.9010918856048168,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,38
21,592,2024-06-15,0.9001765188834154,4,1,kmeans;dwt;itrans;ocsvm,calf,1,kmeans,17
