variant,customer,anomaly_type,method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
raw,620000,global_point,itrans,1,584,2024-06-07,42.633541107177734,1.0,0.9988888888888888,2,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,2,230,2023-06-19,33.764930725097656,0.9983333333333333,0.9996666666666666,1,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,3,531,2024-04-15,22.585527420043945,0.9966666666666667,0.9949444444444445,3,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,4,580,2024-06-03,11.450925827026367,0.995,0.9905555555555555,4,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,5,527,2024-04-11,11.248401641845703,0.9933333333333333,0.9775694444444445,6,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,6,175,2023-04-25,10.439085006713867,0.9916666666666667,0.977,7,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,7,563,2024-05-17,7.989178657531738,0.99,0.9446944444444444,12,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,8,122,2023-03-03,7.7401347160339355,0.9883333333333333,0.9235277777777778,17,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,9,520,2024-04-04,7.54757022857666,0.9866666666666667,0.8543749999999999,30,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,10,2,2022-11-03,7.241511821746826,0.985,0.8463055555555556,35,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,11,391,2023-11-27,7.01459264755249,0.9833333333333333,0.929375,16,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,12,364,2023-10-31,6.871407508850098,0.9816666666666667,0.9797499999999999,5,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,13,85,2023-01-25,6.767576694488525,0.98,0.9342777777777778,15,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,14,541,2024-04-25,6.743934154510498,0.9783333333333334,0.88925,24,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,15,499,2024-03-14,6.419833660125732,0.9766666666666667,0.7516944444444444,66,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,16,29,2022-11-30,6.207787990570068,0.975,0.8518472222222222,32,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,17,590,2024-06-13,5.411884307861328,0.9733333333333334,0.6866666666666666,92,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,18,157,2023-04-07,5.322134017944336,0.9716666666666667,0.7836944444444444,55,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,19,119,2023-02-28,5.248959064483643,0.97,0.6315833333333333,135,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,20,593,2024-06-16,5.031635284423828,0.9683333333333334,0.8394444444444445,37,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,21,79,2023-01-19,4.963347434997559,0.9666666666666667,0.5421805555555556,231,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,22,111,2023-02-20,4.90137243270874,0.965,0.7980277777777778,52,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,23,171,2023-04-21,4.867519855499268,0.9633333333333334,0.8529583333333333,31,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,24,358,2023-10-25,4.643760681152344,0.9616666666666667,0.9421249999999999,13,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,25,595,2024-06-18,4.390130043029785,0.96,0.9377777777777778,14,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,26,184,2023-05-04,4.312101364135742,0.9583333333333334,0.957388888888889,9,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,27,338,2023-10-05,4.303210258483887,0.9566666666666667,0.918138888888889,20,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,28,570,2024-05-24,4.187044620513916,0.955,0.8123888888888888,44,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,29,514,2024-03-29,4.0285964012146,0.9533333333333334,0.8694027777777779,29,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,30,585,2024-06-08,3.8436954021453857,0.9516666666666667,0.8711111111111111,28,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,31,568,2024-05-22,3.8201100826263428,0.95,0.6684444444444444,103,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,32,430,2024-01-05,3.7088654041290283,0.9483333333333334,0.6324305555555555,134,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,33,428,2024-01-03,3.7025742530822754,0.9466666666666667,0.5772361111111112,197,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,34,539,2024-04-23,3.699861764907837,0.945,0.3551944444444445,469,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,35,330,2023-09-27,3.6736667156219482,0.9433333333333334,0.7818333333333334,57,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,36,509,2024-03-24,3.6573126316070557,0.9416666666666667,0.8499166666666668,33,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,37,489,2024-03-04,3.6331491470336914,0.94,0.8268194444444446,39,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,38,55,2022-12-26,3.589524745941162,0.9383333333333334,0.9108055555555554,21,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,39,420,2023-12-26,3.4353809356689453,0.9366666666666666,0.8101111111111111,47,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,40,310,2023-09-07,3.3504295349121094,0.935,0.75125,67,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,41,295,2023-08-23,3.327024221420288,0.9333333333333333,0.7920972222222222,53,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,42,222,2023-06-11,3.3220229148864746,0.9316666666666666,0.8123750000000001,45,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,43,521,2024-04-05,3.2846860885620117,0.93,0.950375,11,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,44,116,2023-02-25,3.2797205448150635,0.9283333333333333,0.7735833333333333,60,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,45,153,2023-04-03,3.2788915634155273,0.9266666666666666,0.953111111111111,10,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,46,561,2024-05-15,3.268441915512085,0.925,0.8960555555555555,23,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,47,587,2024-06-10,3.109952688217163,0.9233333333333333,0.8827777777777778,25,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,48,97,2023-02-06,3.1064493656158447,0.9216666666666666,0.9616250000000001,8,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,itrans,49,597,2024-06-20,3.086258888244629,0.92,0.4683333333333333,325,3,2,itrans;datamole;gpt4ts,calf;units
raw,620000,global_point,itrans,50,538,2024-04-22,3.0322327613830566,0.9183333333333333,0.8461805555555555,36,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,calf,1,230,2023-06-19,31.209714889526367,1.0,0.9996666666666666,1,5,0,itrans;calf;units;datamole;gpt4ts,
raw,620000,global_point,calf,2,175,2023-04-25,13.469366073608398,0.9982638888888888,0.977,7,5,0,itrans;calf;units;datamole;gpt4ts,
