consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,541,2024-04-25,0.9921133004926108,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0
2,538,2024-04-22,0.9884770799124247,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0
3,539,2024-04-23,0.988124931581828,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,1.0
4,531,2024-04-15,0.9756217159277505,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,4.0
5,527,2024-04-11,0.9742556787082648,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,2.0
6,562,2024-05-16,0.9716324575807335,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,5.0
7,528,2024-04-12,0.9690554187192119,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,9.0
8,563,2024-05-17,0.9680623289545703,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,9.0
9,561,2024-05-15,0.9664135878489327,5,0,catch;tsnet;dagmm;knn;kmeans,,5,catch;tsnet;dagmm;knn;kmeans,10.0
10,513,2024-03-28,0.9607188697318009,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,8.0
11,499,2024-03-14,0.9580974274767378,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,5.0
12,486,2024-03-01,0.9524473180076628,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
13,584,2024-06-07,0.9507389162561576,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,1.0
14,580,2024-06-03,0.9498871100164203,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,1.0
15,521,2024-04-05,0.9437967296113848,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,12.0
16,439,2024-01-14,0.9391022167487686,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,1.0
17,471,2024-02-15,0.9319763273125343,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,15.0
18,588,2024-06-11,0.9256239737274221,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,10.0
19,559,2024-05-13,0.9243464012041598,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;kmeans,25.0
20,573,2024-05-27,0.9175238095238095,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,27.0
21,581,2024-06-04,0.915305829228243,4,1,tsnet;dagmm;knn;kmeans,catch,2,tsnet;dagmm,14.0
22,582,2024-06-05,0.9152688834154351,4,1,tsnet;dagmm;knn;kmeans,catch,3,tsnet;dagmm;knn,28.0
23,570,2024-05-24,0.9145588396278053,5,0,catch;tsnet;dagmm;knn;kmeans,,2,tsnet;dagmm,20.0
24,577,2024-05-31,0.9092692939244664,4,1,tsnet;dagmm;knn;kmeans,catch,2,dagmm;knn,26.0
25,500,2024-03-15,0.9063710317460318,5,0,catch;tsnet;dagmm;knn;kmeans,,3,tsnet;dagmm;knn,24.0
26,526,2024-04-10,0.9046134373289545,5,0,catch;tsnet;dagmm;knn;kmeans,,1,kmeans,48.0
27,520,2024-04-04,0.8967953612479475,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;knn,40.0
28,587,2024-06-10,0.8966912972085386,4,1,tsnet;dagmm;knn;kmeans,catch,2,tsnet;dagmm,45.0
29,387,2023-11-23,0.8881315681444992,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,16.0
30,583,2024-06-06,0.8818206075533661,4,1,tsnet;dagmm;knn;kmeans,catch,1,dagmm,30.0
31,505,2024-03-20,0.8739739326765189,5,0,catch;tsnet;dagmm;knn;kmeans,,1,dagmm,48.0
32,566,2024-05-20,0.8739692118226602,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,29.0
33,364,2023-10-31,0.8728916940339353,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,8.0
34,351,2023-10-18,0.8727353585112205,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;dagmm,19.0
35,574,2024-05-28,0.8721455254515599,5,0,catch;tsnet;dagmm;knn;kmeans,,1,tsnet,44.0
36,370,2023-11-06,0.8701149425287357,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,25.0
37,379,2023-11-15,0.869351943076081,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;dagmm;knn,32.0
38,540,2024-04-24,0.8688273125342091,5,0,catch;tsnet;dagmm;knn;kmeans,,2,knn;kmeans,10.0
39,153,2023-04-03,0.861032293377121,5,0,catch;tsnet;dagmm;knn;kmeans,,3,catch;tsnet;knn,17.0
40,120,2023-03-01,0.8532159277504106,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,13.0
41,596,2024-06-19,0.8527278325123152,4,1,tsnet;dagmm;knn;kmeans,catch,1,knn,34.0
42,469,2024-02-13,0.8522759304871375,5,0,catch;tsnet;dagmm;knn;kmeans,,1,dagmm,45.0
43,502,2024-03-17,0.8516095374931583,5,0,catch;tsnet;dagmm;knn;kmeans,,0,,
44,402,2023-12-08,0.8491891762452107,5,0,catch;tsnet;dagmm;knn;kmeans,,1,catch,42.0
45,175,2023-04-25,0.8483405172413793,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,13.0
46,367,2023-11-03,0.8475503557744938,5,0,catch;tsnet;dagmm;knn;kmeans,,2,catch;knn,23.0
47,184,2023-05-04,0.847496373836891,5,0,catch;tsnet;dagmm;knn;kmeans,,4,catch;tsnet;dagmm;knn,8.0
