consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,562,2024-05-16,0.9845400246305418,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0
2,561,2024-05-15,0.9771569512862616,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0
3,563,2024-05-17,0.9760500821018063,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0
4,541,2024-04-25,0.9756929392446633,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0
5,539,2024-04-23,0.9723613847837986,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,3.0
6,538,2024-04-22,0.9710714969896005,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,2.0
7,531,2024-04-15,0.9481652298850574,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0
8,584,2024-06-07,0.944991789819376,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,1.0
9,553,2024-05-07,0.9422453475643131,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;dwt;itrans;ocsvm,9.0
10,580,2024-06-03,0.9418390804597702,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,13.0
11,546,2024-04-30,0.9388443486590038,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,kmeans;dwt;calf;ocsvm,9.0
12,560,2024-05-14,0.9346845922276957,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;calf,1.0
13,576,2024-05-30,0.9302606732348111,4,1,kmeans;dwt;itrans;ocsvm,calf,2,dwt;ocsvm,7.0
14,582,2024-06-05,0.9296182266009851,4,1,kmeans;dwt;itrans;ocsvm,calf,2,itrans;ocsvm,29.0
