consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,541,2024-04-25,0.9806190476190475,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,1.0
2,539,2024-04-23,0.976302271483306,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,3.0
3,538,2024-04-22,0.9756593459222769,5,0,kmeans;dwt;calf;itrans;ocsvm,,5,kmeans;dwt;calf;itrans;ocsvm,2.0
4,562,2024-05-16,0.9679642172961138,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0
5,584,2024-06-07,0.9642857142857143,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,1.0
6,563,2024-05-17,0.9604332922824301,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0
7,561,2024-05-15,0.9556048850574713,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,1.0
8,580,2024-06-03,0.9533949096880132,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,3.0
9,588,2024-06-11,0.9494088669950739,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,17.0
10,531,2024-04-15,0.9491405993431856,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,2.0
11,582,2024-06-05,0.9435940065681445,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,22.0
12,576,2024-05-30,0.9429228243021346,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,8.0
13,559,2024-05-13,0.9404898741105638,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,9.0
14,566,2024-05-20,0.939423645320197,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,1.0
15,528,2024-04-12,0.9351999178981938,5,0,kmeans;dwt;calf;itrans;ocsvm,,4,dwt;calf;itrans;ocsvm,16.0
16,577,2024-05-31,0.9297557471264367,4,1,kmeans;dwt;itrans;ocsvm,calf,3,kmeans;itrans;ocsvm,34.0
17,581,2024-06-04,0.9232573891625615,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,32.0
18,555,2024-05-09,0.9177821565407772,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,9.0
19,547,2024-05-01,0.9141156951286261,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;calf,9.0
20,527,2024-04-11,0.9103280651340997,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
21,545,2024-04-29,0.9096755610290093,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;calf,9.0
22,552,2024-05-06,0.9094325396825397,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;ocsvm,9.0
23,570,2024-05-24,0.9082330322933772,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,itrans,29.0
24,560,2024-05-14,0.9048278598795839,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;calf,1.0
25,573,2024-05-27,0.9040601395730705,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,kmeans,48.0
26,596,2024-06-19,0.9034790640394088,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,13.0
27,513,2024-03-28,0.9027393267651889,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,3.0
28,532,2024-04-16,0.9024508757525999,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,25.0
29,583,2024-06-06,0.8995894909688014,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,16.0
30,471,2024-02-15,0.8993302545155993,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,13.0
31,554,2024-05-08,0.8992022441160372,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;ocsvm,9.0
32,548,2024-05-02,0.8930418719211823,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;ocsvm,9.0
33,574,2024-05-28,0.8926099480021893,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;itrans;ocsvm,16.0
34,546,2024-04-30,0.8886659824849481,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;ocsvm,9.0
35,587,2024-06-10,0.8865106732348111,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,15.0
36,542,2024-04-26,0.8850600027367268,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;dwt,9.0
37,549,2024-05-03,0.8830320881226053,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,kmeans;dwt;itrans,9.0
38,521,2024-04-05,0.8828674740010947,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
39,594,2024-06-17,0.8782163382594417,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;ocsvm,17.0
40,540,2024-04-24,0.8758059660645866,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,kmeans;dwt,9.0
41,556,2024-05-10,0.8738632320744391,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,dwt,9.0
42,590,2024-06-13,0.8695977011494254,4,1,kmeans;dwt;itrans;ocsvm,calf,2,kmeans;itrans,23.0
43,569,2024-05-23,0.8681814449917897,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
44,499,2024-03-14,0.8660544608648056,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,calf;itrans;ocsvm,5.0
45,567,2024-05-21,0.865350916803503,5,0,kmeans;dwt;calf;itrans;ocsvm,,1,dwt,1.0
46,472,2024-02-16,0.865163451012589,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,26.0
47,533,2024-04-17,0.8601462780514506,5,0,kmeans;dwt;calf;itrans;ocsvm,,0,,
48,387,2023-11-23,0.8564142720306513,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,calf;itrans,20.0
49,553,2024-05-07,0.8540476874657909,5,0,kmeans;dwt;calf;itrans;ocsvm,,2,dwt;ocsvm,9.0
50,469,2024-02-13,0.853463122605364,5,0,kmeans;dwt;calf;itrans;ocsvm,,3,dwt;calf;itrans,38.0
