consensus_rank,row,timestamp,consensus_score,available_method_count,missing_method_count,methods_available,methods_missing,methods_in_top_k,methods_triggered,best_method_rank
1,596,2024-06-19,0.9967159277504104,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
2,580,2024-06-03,0.9939792008757525,3,2,dp;zms;isolation_forest,units;calf,3,dp;zms;isolation_forest,1.0
3,566,2024-05-20,0.9605021893814996,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,5.0
4,588,2024-06-11,0.9556650246305418,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,8.0
5,531,2024-04-15,0.9448156130268199,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,13.0
6,594,2024-06-17,0.9447181171319102,3,2,dp;zms;isolation_forest,units;calf,2,dp;zms,13.0
7,545,2024-04-29,0.9441861658456487,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,9.0
8,573,2024-05-27,0.9401494937055282,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;units,7.0
9,601,2024-06-24,0.9392446633825945,3,2,dp;zms;isolation_forest,units;calf,1,zms,22.0
10,581,2024-06-04,0.909688013136289,3,2,dp;zms;isolation_forest,units;calf,2,zms;isolation_forest,4.0
11,97,2023-02-06,0.9062773672687465,5,0,dp;zms;units;isolation_forest;calf,,0,,
12,485,2024-02-29,0.9003745894909688,5,0,dp;zms;units;isolation_forest;calf,,1,units,10.0
13,391,2023-11-27,0.8900656814449919,5,0,dp;zms;units;isolation_forest;calf,,1,units,19.0
14,489,2024-03-04,0.8900485769020252,5,0,dp;zms;units;isolation_forest;calf,,0,,
15,570,2024-05-24,0.8866789819376025,5,0,dp;zms;units;isolation_forest;calf,,2,units;isolation_forest,8.0
16,444,2024-01-19,0.8840072523262178,5,0,dp;zms;units;isolation_forest;calf,,1,isolation_forest,17.0
17,118,2023-02-27,0.8793120552818829,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,12.0
18,608,2024-07-01,0.8787629994526546,3,2,dp;zms;isolation_forest,units;calf,0,,
19,501,2024-03-16,0.8780121100164202,5,0,dp;zms;units;isolation_forest;calf,,0,,
20,561,2024-05-15,0.8720785440613026,5,0,dp;zms;units;isolation_forest;calf,,2,units;calf,22.0
21,461,2024-02-05,0.8659191981390257,5,0,dp;zms;units;isolation_forest;calf,,0,,
22,538,2024-04-22,0.8651289682539682,5,0,dp;zms;units;isolation_forest;calf,,4,dp;zms;units;isolation_forest,4.0
23,111,2023-02-20,0.8626949917898192,5,0,dp;zms;units;isolation_forest;calf,,0,,
24,559,2024-05-13,0.8615284619594965,5,0,dp;zms;units;isolation_forest;calf,,2,dp;zms,9.0
25,223,2023-06-12,0.8581366310892173,5,0,dp;zms;units;isolation_forest;calf,,3,dp;zms;isolation_forest,2.0
